drug_names,origin_areas,origin_summary,origin_status,source_urls,scope_limits,origin_scope_note
thalidomide,ONCOLOGY;IMMUNE_INFLAMMATORY;DERMATOLOGIC;INFECTION,新诊断MM联合dexamethasone；麻风结节性红斑皮肤表现急性治疗及复发预防/抑制（不是抗麻风菌）,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2eda833b-1357-4ed4-a093-194524fcb061,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
tipiracil,ONCOLOGY,trifluridine/tipiracil复方转移结直肠癌及既往治疗胃/胃食管结合部癌,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5beed22-d71d-4c0d-8dca-2c7317d65d85,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 此处来源是复方整体适应症，仅作该成分既有临床使用场景；不是该成分单药疗效获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
torsemide,CARDIOVASCULAR;RENAL_URINARY;GASTROINTESTINAL,心衰、肾病及肝病相关水肿；高血压,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=26a3af16-39fc-482d-8a8e-9473af4b0e3f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c755d94-b846-4336-a968-aa1b92dc0ac0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=09305350-e317-419c-96f5-aa8fbeb4044d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7fc14338-92e4-cf57-a3e8-ef64d8d1026c,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
triamcinolone,IMMUNE_INFLAMMATORY;DERMATOLOGIC;ENDOCRINE_METABOLIC_REPRODUCTIVE;GASTROINTESTINAL;HEMATOLOGIC;INFECTION;ONCOLOGY;NEURO_PSYCHIATRIC;EYE_ENT;RENAL_URINARY;RESPIRATORY;MUSCULOSKELETAL_CONNECTIVE;CARDIOVASCULAR,多剂型皮肤/过敏、内分泌替代、IBD、血液病、限定感染辅助、白血病/淋巴瘤姑息、MS/脑水肿、眼炎、肾病、肺病及风湿/关节注射；鼻过敏,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a79639b-eb66-e726-e063-6394a90aeb01;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f549f9ea-abc0-4fc2-b6ec-c21182eb26e6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7dbee70b-bd11-4430-b626-97fbb8f01b49;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e50af36-59f1-4f08-a0d7-7566f0a11034,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 输入标签实际多为triamcinolone acetonide；此为相关制剂临床来源，不能视作未酯化triamcinolone精确结构的单药获批证明。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
ulipristal,ENDOCRINE_METABOLIC_REPRODUCTIVE,无保护性交或避孕失败后的紧急避孕，不是常规避孕,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2bf93d23-cddd-4613-9066-5b5fa090404b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e5f09468-7ac8-40ba-a85b-758a32f586c3,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
vaborbactam,INFECTION,meropenem/vaborbactam复方复杂尿路感染含肾盂肾炎,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e237fd0f-3050-42a3-b43e-b6fb4824e93d,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。 此处来源是复方整体适应症，仅作该成分既有临床使用场景；不是该成分单药疗效获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
varenicline,NEURO_PSYCHIATRIC;EYE_ENT,口服戒烟辅助；鼻喷干眼症,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59e125e3-5204-122b-e063-6394a90a0092;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e22e2a6a-66b4-459c-b978-51700e31a1a9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=014c93dc-5737-479c-a9f0-aaadac1ac298;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8a06d177-0e62-457d-b0c8-47f60a313a1c,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
vigabatrin,NEURO_PSYCHIATRIC,难治复杂部分性癫痫辅助；婴儿痉挛单药,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=93ba3894-fd97-4432-9f2d-e7050371e91f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=082d818a-4f4e-4675-98c6-91db0294e63c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5e5e7554-d0f4-47f7-a434-cc5ca5a9826f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8406bd5a-8887-4579-a11e-5ab449c58963,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
vorinostat,ONCOLOGY,既往系统治疗后进展/持续/复发CTCL皮肤表现,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cd86ee78-2781-468b-930c-3c4677bcc092,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
zavegepant,NEURO_PSYCHIATRIC,成人偏头痛急性治疗，不计预防,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1191475f-e999-49f4-a805-93ad08596b1b,人工阅读所得标签用途；每药API最多30条，非完整所有地区获批史；类别包含对症/预防/辅助用途，不等同疾病修饰。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
aclidinium,RESPIRATORY,COPD维持治疗；不据此扩展急性救援,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6f92cceb-a63f-4470-99b6-56179d98f10f,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
alpelisib,ONCOLOGY;MUSCULOSKELETAL_CONNECTIVE;DERMATOLOGIC;CARDIOVASCULAR,特定PIK3CA突变HR阳性HER2阴性乳癌联合治疗；另有需系统治疗的严重PROS过度生长谱,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b20b4e18-7a4b-4500-a08f-06c6dab0ee5b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=638069a4-aee0-46c9-9e21-54ad449c163c;https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/215039Orig1s000MultidisciplineR.pdf,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。PROS没有独立先天发育宏类，依原始监管描述保守映射骨/软组织、皮肤、血管；不是这些领域任意疾病获批。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
amantadine,INFECTION;NEURO_PSYCHIATRIC,历史标签甲流预防/治疗；帕金森综合征及药源性锥体外系症状,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5119801d-a5cb-4adf-96b2-08cc3a0ba594;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=547904f3-84a3-1ccb-e063-6294a90a6fb6;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=da693bb0-0cc8-485d-89a7-c8cf28d440f3;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6326d7f5-4c7c-4541-8db1-c582f1525f60,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。流感保留注册历史，未作当代流感用药推荐。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
anastrozole,ONCOLOGY,绝经后特定激素受体状态乳癌辅助、一线及进展后治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d1d5818-1594-4f54-90a9-ae9a9afcdc67;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=54da5c12-cfaf-7a14-e063-6394a90a3635;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58390d1f-7390-a21f-e063-6294a90a0479;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aabd8f88-2b52-4d43-8dc6-61605988c4dc,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
apomorphine,NEURO_PSYCHIATRIC,晚期帕金森病运动波动和off发作,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f3552b6e-5ae7-4993-aa1a-e399c4a7080a;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aedf70e4-1949-44bc-bf1b-0f282c4f0705,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
arformoterol,RESPIRATORY,COPD支气管收缩长期维持；标签明确不用于哮喘或急性恶化,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bb1a6643-f280-4f02-a824-0428a2b82d3c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f1005878-0c48-4b9a-843e-b6cf6b8bb251;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9eb1ac7-57aa-4ef8-aac3-14def5b883d0;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2feda53-54b9-4e40-8a01-9e7b45cb3d8c,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
articaine,NEURO_PSYCHIATRIC,含肾上腺素制剂用于牙科局部浸润/传导麻醉,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c4bba4ab-2b20-43e6-92ea-9ec6f1fce754,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。复方牙科局麻，神经宏类仅代表麻醉症状干预，非神经变性治疗。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
atrasentan,RENAL_URINARY;IMMUNE_INFLAMMATORY,高进展风险原发IgA肾病降低蛋白尿；未证实减缓肾功能下降,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9a7e7f85-bfd0-44a0-beda-3bcfa8215c64,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
baclofen,NEURO_PSYCHIATRIC,MS或脊髓疾病相关痉挛症状；不把风湿性肌痉挛和未获证实的卒中用途计入,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4e2cd27d-91c7-4f15-96cc-3971769dbeaa;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c2e1d183-7061-459b-a631-206b06d12753;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aeb56b0e-7126-4417-b726-e8a54f73de3f;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c17527be-661d-42f5-b6f6-56a681ba7870,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
bazedoxifene,ENDOCRINE_METABOLIC_REPRODUCTIVE;MUSCULOSKELETAL_CONNECTIVE,美国结合雌激素复方治疗绝经血管舒缩症状/预防骨质疏松；欧盟单药治疗绝经后骨质疏松,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e16705d8-4472-4f83-96ac-69fa2be066cb;https://www.ema.europa.eu/en/medicines/human/EPAR/conbriza,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。抓取误标single-drug，实际DUAVEE为复方；另查欧盟单药。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
benoxinate,EYE_ENT,与荧光素复方用于需要示踪及局部眼麻醉的眼科操作,EXTERNAL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1797c5ef-66c4-4cf8-b62d-b484242be2ee,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。复方示踪/麻醉，不作眼病治疗。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
binimetinib,ONCOLOGY,BRAF特定突变黑色素瘤和NSCLC联合encorafenib治疗,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6c3408ac-d401-4925-8a03-26591afbc240,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
brivaracetam,NEURO_PSYCHIATRIC,局灶起始癫痫发作,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3cf2f439-0e97-443e-8e33-25ecef616f6c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=11ca0e1d-1c0d-4357-9ebd-ee1e87185dde;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57cfb2c3-395d-0892-e063-6294a90a1064;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=49f726ec-e51b-7516-e063-6294a90ae684,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
cabotegravir,INFECTION,HIV暴露前预防及特定已抑制患者联合rilpivirine短期治疗/注射前导或桥接,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4338428e-43d4-4e02-ac9d-bd98e738a7da;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66d450fb-cca4-476c-b0c7-c0730e3e4cf3,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
carbinoxamine,IMMUNE_INFLAMMATORY;EYE_ENT;DERMATOLOGIC,过敏性/血管运动性鼻炎、过敏结膜炎、荨麻疹/血管水肿/皮肤划痕；过敏反应和输血过敏辅助,LABEL_REVIEWED,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=199f46e5-6288-5627-e063-6294a90ae086;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c40b3f4e-2d71-41a1-a1fc-f64f38724879;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=163db29b-f035-6696-e063-6294a90a7e06;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=14266e97-674b-b6a9-37a2-a955f0a01c4f,已逐药阅读所抓indications；抓取上限/制剂/地区差异使本表不是完整全球获批历史。疾病领域是人工保守归类；不含副作用及明确不适用项。,Reviewed retrieved official-label/regulatory material; not a complete worldwide approval registry; formulation/combination/historical limits retained.
