sequence_key,primary_gene,representative_protein_id,pdb_path,expected_representative_protein_id,expected_sequence_length,expected_sequence_sha256,template_sequence_length,template_sequence_sha256,receptor_pdb_sha256,pocket_definition_sha256,pocket_definition_status,sequence_match_status
SEQ000483,CHRNA7,P36544,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P36544-F1-model_v6.pdb,A8K7Q4,502,3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,502,3d3fd12195f3efe1864680cfd15e17e255a74320c5605f79da077747b27e84c2,e57f32eefaf26928da6b8b81a44e28e74ccabd3b01a44b5a5b5fb22d97181945,bff968b8d3442923b29d6d375761019af566ba8f0493a185ede79cb8fe4e4dac,present,exact_match
SEQ000485,CLK2,P49760,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49760-F1-model_v6.pdb,B1AVS9,499,c1d8460d5126247ab038e25728de72367a0b8b3a5cad88ce58627800b516b936,499,c1d8460d5126247ab038e25728de72367a0b8b3a5cad88ce58627800b516b936,08188bffdb46e94327aa727e2970d7060f90b9a72dbb58123bc76bbb3894502f,e0b7af605021d78da9cda0c8787dec16ba75a8d59286eeb1bc696afe676b71d6,present,exact_match
SEQ000487,CTSC,P53634,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P53634-F1-model_v6.pdb,A8K7V2,463,11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,463,11218c4d9b56cea287841837e6126434a6d3e34733904e87928c45e26a9e6beb,81c255e15359ed92623406d49ef7a19bed1b0cac1d168fb9202b7c48654cc87d,7fb64fe48ae07cf0902eca907b7cf713f76d3bfcdf0067dce4423e36e0f4baee,present,exact_match
SEQ000488,CTSK,P43235,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P43235-F1-model_v6.pdb,Q6FHS6,329,13aade37cfa34320dabd0a767557abf7f24021728a2bdf4e9e605a99b86a70b2,329,13aade37cfa34320dabd0a767557abf7f24021728a2bdf4e9e605a99b86a70b2,4f39f4694cd1abd149a5ab4dbc3a260d1b10d5e6707bc59d929d71507640727d,835256cfa6fbc507621a47368d39217902c55614feb28c68a05ce08ff095d1a3,present,exact_match
SEQ000491,CYP46A1,Q9Y6A2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y6A2-F1-model_v6.pdb,B4DHP8,500,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,500,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2,c2dd68693adb92d183a06a289d7df1949cf457d9c1aa5b13d63d5a46491fb4fc,b62d2f97a6c59344c2fc87c31c0657313f93cc388881b041a7c9a2466bb72567,present,exact_match
SEQ000492,DGAT1,O75907,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O75907-F1-model_v6.pdb,B2RWQ2,488,602770d3014bf6d6ea687ec5967462bda3efc028d8a34ad15709bcce552e3b6a,488,602770d3014bf6d6ea687ec5967462bda3efc028d8a34ad15709bcce552e3b6a,cc048e07a09a3b951cce5357facf8b34561bc6d7731d6627fdc8f79034f2c714,e49a12065dc31d0eddb33b66d1add701327e17a6dcd3c34fdfafb1920a07222d,present,exact_match
SEQ000493,DPYD,Q12882,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12882-F1-model_v6.pdb,A2RRQ2,1025,b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,1025,b36c458f3bcedadad27b226feb1cd4b7843949bc226d5b6124e0a83e2b0a9947,2314473c984f9ac2c6612f5f14e2ab43d709aa3c69c1126584eaa422a7473dc8,20dda034375a2d522f6451c325cedf0fcadc7820480dd12c18a071fbe5d9234a,present,exact_match
SEQ000496,DYRK1A,Q13627,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13627-F1-model_v6.pdb,O60769,763,ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,763,ca8783b8053e1373c8358af24d59933449f4a63bbae1a5f44f9b3c81490c6c7f,ba3c5968c12961aa53ebd494b05458e78000d3049ae6b8751d15f7dff570ce66,869fb089fac8091f107a23dfc1600e484d5d36b812ccb28fe0d256b8bcbc90d5,present,exact_match
SEQ000500,ENPEP,Q07075,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q07075-F1-model_v6.pdb,Q504U2,957,462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,957,462359258ec669436763287109f8c6e8b5abc18eaea3865a9f123c8852a40ea4,8afca50521dd0326366733e6bf6575b0a558189379901ed19f418e27c68fd282,06f9995c24c14560b43fc7acec641722719992cf6dddc36eefeac30835343d3a,present,exact_match
SEQ000501,ENPP2,Q13822,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13822-F1-model_v6.pdb,A8UHA1,863,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,863,0cf59f4757410f8f74d27a1b9a605bcea29a6c7c9c84839bc6505306280f27b4,93f5d0d3367f8e1584c18bafe3d9747ca858184feba0de9b64337afd86219733,5a4f51754798cc8378a169117739693400f0679811385fac0d0bc9bcf623f129,present,exact_match
SEQ000502,EPHB4,P54760,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P54760-F1-model_v6.pdb,B5A970,987,37003eca217f6b25fc4ae29a2d6ffc1e7b18df0a7f2e9f9ea509a636a68f8260,987,37003eca217f6b25fc4ae29a2d6ffc1e7b18df0a7f2e9f9ea509a636a68f8260,06068937ad519fa4eb0026435e962d5f2ce24f9c4affcbe2abc9ef39ebda415e,6f519fd5c0ecbf46bc9f32fedf2991ffb4a87288fe7e56f4d55b2d1685df66a0,present,exact_match
SEQ000503,ERBB3,P21860-3,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P21860-3-F1-model_v6.pdb,A8K6L6,1342,17edac2fa022b912a92821032c8b6d4a300cd07a4c81906cb7faa2b94996f600,331,b2159aa5cdfe8dcae9c5e909944ca6963d86a86150da774d05ebeafb75c93f07,4a678f03198eabfce8cfde78794cc8d24fa72ddbcd96a5ef1a804db1c3920681,93cb6167ddf8d17bb1cf96437350aa0d7c1b1666292e37e2e1b99901487f7e3b,present,sequence_mismatch
SEQ000504,ESRRG,P62508,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P62508-F1-model_v6.pdb,A8K4I0,458,47f215840b7ee1171d9fe5b93552ff6be5333e0e7dd49eee0d8b106793ccbc2c,458,47f215840b7ee1171d9fe5b93552ff6be5333e0e7dd49eee0d8b106793ccbc2c,9eb3dd3bf05515f1ed09111c4908238a7a11f0a2b99b84bae906910c5ae636f1,6123e39a49f3ec5d63aea84f0090aa1137eed4a1387a8b0e2bdf9720789fbb67,present,exact_match
SEQ000505,FAP,Q12884,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12884-F1-model_v6.pdb,O00199,760,fc502b7363283bca3ea0e276ed1d65d0ae8d5064519a226a06f9c77059235b6f,760,fc502b7363283bca3ea0e276ed1d65d0ae8d5064519a226a06f9c77059235b6f,5b90bc1a8137dadd45403311d4dd1c879d4072631666d678e175067370350893,4a7aef50b3f7579c95716d79ea3430c75b7650751b8bf2fc0326df4a740b56d3,present,exact_match
SEQ000509,FDFT1,P37268-4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P37268-4-F1-model_v6.pdb,B3KQ95,417,f9537e5da6e5e72a4aba42c80daa21b614f459c5a11e7973bf23377f8918891b,306,32c7b6706d001b28e430c80c44025d6bbaec7a2f024970f7710c1057d598ac4f,3631e57586634f439f0bdc7f2c0f7889889e9a8f3f3867731599754ad952f147,502286c44a34ea53d8926452e982d65d6c1c786494b9229534ec2f3dfb3abc3e,present,sequence_mismatch
SEQ000511,FGF1,P05230,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P05230-F1-model_v6.pdb,B2R5T0,155,43a542f95ef320006f30650d76938cf42b281b6594d78e5744e914f7ac2b55af,155,43a542f95ef320006f30650d76938cf42b281b6594d78e5744e914f7ac2b55af,a081be98d1875ab86e5b2639e5e0c22fae1688fdbf1ede2dff4a99bfcb124542,e3c197f204b0c8c4190fe475c84c1a0e9a83fb74584dd08a123926e1fa17256a,present,exact_match
SEQ000514,FTO,Q9C0B1,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9C0B1-F1-model_v6.pdb,A2RUH1,505,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,505,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,325675378c848766520501abe594a31b8bd20a8e93507d2e48d672d9293d1443,e35e91b84c602283c23019b7a689c25829d37fe386a38a25fb8c770e7b85d761,present,exact_match
SEQ000515,GABRA1,P14867,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14867-F1-model_v6.pdb,D3DQK6,456,b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,456,b7c5362c168b0a1efb482e33444363f383ebfedc7cbf97406491bbca73a78b70,7fee00bdd8ed43638125410ad03da9655ffa91896d8b0956b6bb91ba20cac71d,b3b018384d9af8fe7d906ffc0cc8b92da9d4247817b3ea724ab72fe1535ac54d,present,exact_match
SEQ000516,GABRA2,P47869,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P47869-F1-model_v6.pdb,A8K0U7,451,53fa4ae6a617800609887f91e4486400c41053d4ecf0df681c3dd225675c2938,451,53fa4ae6a617800609887f91e4486400c41053d4ecf0df681c3dd225675c2938,336f4191e1e869892150c9b956a95c575c204324ef8e0d672d7c6aad4d50af43,9b4c12eeb23f8668d3f303bb03d2e78413127263475fc896d862d7dd0e6b7044,present,exact_match
SEQ000518,GCK,P35557,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P35557-F1-model_v6.pdb,A4D2J2,465,48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,465,48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,24b4919ad9fc7217608fafae53646dcf8cb4ebf67eb42ee648515d6a369d6416,500a31a307e2cab450fb9afebc8599b8fe9942b00e09728b95c204312999141d,present,exact_match
SEQ000520,GMPS,P49915,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P49915-F1-model_v6.pdb,A8K639,693,f59ab0673a16b8a9d27cc39a4b28a9bca0e3952e77e9644cfc3c455a520bc990,693,f59ab0673a16b8a9d27cc39a4b28a9bca0e3952e77e9644cfc3c455a520bc990,4f1f248f7dc6e0508296b14aa31ad519afb34ce89616deaa553f2af8d254e5ad,9e4fbd417dd3f6e67a5cc5f401f2bb160129363b845c83d121309bf6471d23f9,present,exact_match
SEQ000527,HPSE,Q9Y251,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y251-F1-model_v6.pdb,A9JIG7,543,45553a5ee7870094a40c8560c5acdde38f6bb756b96f7b800522be303694334e,543,45553a5ee7870094a40c8560c5acdde38f6bb756b96f7b800522be303694334e,21aac6f2a8afc54fe46423c32d27e5705c88eaa611a22e1377060725eee30c10,eee82d80a5e77b4ed91a0b4909f829f93fcc81c0ff70d15a6ccb6d728219359c,present,exact_match
SEQ000531,IDO1,P14902,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14902-F1-model_v6.pdb,E5RGR8,403,553ddef377b84167048c087d19725632b8355f16ce8d6c8e47cdea8591dbc6cf,403,553ddef377b84167048c087d19725632b8355f16ce8d6c8e47cdea8591dbc6cf,4d5064b2904342d7b45eb7273df5b7730c9cbbbd361f3566f07230036784b2d6,4d96095ef3e012841ee0ccadad4ff3f1662affec1bdc6a66420fd75e9daa45ac,present,exact_match
SEQ000534,IKBKB,O14920,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O14920-F1-model_v6.pdb,B4DZ30,756,22705f55903aa2007eb23dc3b4909f6525a7ab6303fb968f9a8f156a8b5d15f3,756,22705f55903aa2007eb23dc3b4909f6525a7ab6303fb968f9a8f156a8b5d15f3,e4efaa607514e4cd3d527958eaf1d592445634aeb786bd04ca0799f4b99920bf,c19e04f454406e6383a18150374ac47ea6e1367eefeb962ddc8fe947e13d0699,present,exact_match
SEQ000540,INPP5D,Q92835,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q92835-F1-model_v6.pdb,O00145,1189,6162b17907607d9b41ec56d5672c104c2596dc26c9f5638e327985ddd21a0499,1189,6162b17907607d9b41ec56d5672c104c2596dc26c9f5638e327985ddd21a0499,f8dfa072029d91ea17975e25645cbc9fc5b3c586bf491d40cf41a0048dce7779,6605d6cbe9bd375b61b4b2294bea653a444a15e9426bb55366362db6fba9e2a0,present,exact_match
SEQ000544,KCNMA1,Q12791,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12791-F1-model_v6.pdb,F8WA96,1236,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,1236,d4e6b670eb793c48c392c9c64f22329115e774a583534592d95c3da5ba283e65,46ae1eecaed9eafb8b67897ab97b5746ee5d3a3092721d2c21f49d9a4af62d3b,19657b1ac6dacca34d7debe7715542780fb823996f70f97588aa94b5ddb08115,present,exact_match
SEQ000545,KCNQ2,O43526,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43526-F1-model_v6.pdb,O43796,872,a3002bf1c1ab1c7b8d77ea7745647f5608ecbf067ed3fa8b7bc7cda007846d13,872,a3002bf1c1ab1c7b8d77ea7745647f5608ecbf067ed3fa8b7bc7cda007846d13,a9263910e09847359b99b386582164b3ae57cebe975ed404242144fc3f634acc,451effdbc5931f713db7ecc0fbe8d7fc1f74f22b426496ac5ff7670af15e206b,present,exact_match
SEQ000546,KCNQ4,P56696,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P56696-F1-model_v6.pdb,O96025,695,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,695,c6dd0092b775896c1534636ea95779a84e074f590068fcc7fec370765e4e3a99,66b57d55110d0be3cf00ccc015c32bed8f29766c2dbbe4b343e25e25651a7020,c6ba951dac6b22f4acb119677dc001e56364c1350ca1d9b851230e5fa2a2f187,present,exact_match
SEQ000547,KCNQ5,Q9NR82-4,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9NR82-4-F1-model_v6.pdb,A6NKT6,932,730df54c5738d6d8ae47a9169792d054f5105116d1ff1df36053c59123543070,427,7c3be5c8b9ff9da0f8dba7c9a6c48bf02ada2933966a6714eaeca45d291e7fc8,7455f7e5a56f0c2849ba89646520da9b91ed73ec71e3ed333eb198c30672a328,3e2a9560a42222a2db07b7ea9f0eedeea993608616d356113394bb02dda20483,present,sequence_mismatch
SEQ000548,KDM1A,O60341,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O60341-F1-model_v6.pdb,A8MWP9,852,54d4ad68b7f18c59288a5d0ac6b402df893d8aadb55fda3f5e03b57be254e647,852,54d4ad68b7f18c59288a5d0ac6b402df893d8aadb55fda3f5e03b57be254e647,3b04c2eba27ee479ecdaaa85b445961e74d4b7ddb739b32c2b391e1982c4e019,f75d1e89b7ca5443e33f27fa9347e156d5f4064e6cd7b67ef0190caa465a5e82,present,exact_match
SEQ000553,MAP3K10,Q02779,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02779-F1-model_v6.pdb,Q12761,954,2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,954,2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,b11be70fb28a8ebff5518dda8ecc291458ec947a03c7b395fe33d960a2d91593,26985f3a9fc76bea571fa8546a33ffb626e4aaa28d8a62cf708a488b88e46aea,present,exact_match
SEQ000554,MAP3K11,Q16584,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16584-F1-model_v6.pdb,B4DS76,847,1a32a0b33ebb4ddda7dfecb87ed99595da3dfc7c10e80c7fbc1ad3777f3990c3,847,1a32a0b33ebb4ddda7dfecb87ed99595da3dfc7c10e80c7fbc1ad3777f3990c3,edd3c4e2b7be13665b8ee17d7327d99cd852dbca19410decabf3b361e53fc841,d682856a93fbf525f0890afb921f71c2ac52d4dfd92357341470ed0e6421e3b3,present,exact_match
SEQ000555,MAP3K12,Q12852,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12852-F1-model_v6.pdb,B3KSS9,859,b43db80f7a2a9a1a5499909e2cd5fab0a2376b5a8fb9dfbe694828f9de6e91fa,859,b43db80f7a2a9a1a5499909e2cd5fab0a2376b5a8fb9dfbe694828f9de6e91fa,5ef8c1af3cdb34e5141d745f8280e10ca6007985b153b722e73e2ebaf7dc3be4,c362ecb6a9cbea14a37733cd8856122652917c836b4e333a2a1a09f4b7a99957,present,exact_match
SEQ000556,MAP3K13,O43283-6,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43283-6-F1-model_v6.pdb,B2R6U2,966,4b73868ce025017dbd7dc7c6e3d898657ae4faf8dd559c654aec1cb4c86901db,128,5dab5b12fd14ad5cc1f3fbb19d669c40bdda9869757b64e42d1d443dbab5f2c8,29b2de38f5a3e48a755ba96a3e69c1eb1965fe2ba6079e06f58a9207c56d8836,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,sequence_mismatch
SEQ000557,MAP3K5,Q99683,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q99683-F1-model_v6.pdb,A6NIA0,1374,acb6bfceb028a3ae5829248426f3ea5eb5863b320d20d32d78a5fa3bcb55f7fe,1374,acb6bfceb028a3ae5829248426f3ea5eb5863b320d20d32d78a5fa3bcb55f7fe,9c60b8011ad0b21204525e9072df15b76732466966d76930309ada2ec8ddd953,cf5772109e8eb4efa16d2320367cb7deae01032035bdfbf02c4b24646f4f15d4,present,exact_match
SEQ000558,MAP3K9,P80192,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P80192-F1-model_v6.pdb,A3KN85,1104,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,1104,6d5dc046360ddf30d8e647741d3fcf83873c4b533f6da6801cfe749d7921d896,6039f5626bbb06c7e5dbc31b4e2f95108142c8201060ff1ca0cbc03025da1d48,968f3526d7502352677a83bb9a7b093e4f683f3f7792596fd85517e32c19d155,present,exact_match
SEQ000559,MAPK10,P53779,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P53779-F1-model_v6.pdb,A6NFS3,464,808152c23dd7903f79cd211e69be307502872a8319329ebfdb49ad3c6d25ad55,464,808152c23dd7903f79cd211e69be307502872a8319329ebfdb49ad3c6d25ad55,54a6a81db28ff3aa7bc251ce1f993f091908e8b8a3dae0d4222f95359e5502c2,1f07c200bad0c26a2561f27beccba5b09609e7440a9aece8c56861ceb768968e,present,exact_match
SEQ000560,MAPK14,Q16539,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q16539-F1-model_v6.pdb,A6ZJ92,360,539a4d890afc072187b18b4a970c82df0c180f5a8e93ab2442dbfe99c0aec049,360,539a4d890afc072187b18b4a970c82df0c180f5a8e93ab2442dbfe99c0aec049,fcacbcf6c11847e32d2d683106a17a4b0e28f3c7b277b5574f2fad39a1034160,f5ca16cce76abc6c4b1b7ee56e32004b7837ebec78fbf43efa512e5b3eb80ca4,present,exact_match
SEQ000561,MASP2,O00187-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O00187-2-F1-model_v6.pdb,A8K458,686,fefaeffff4711a283120fd15ffc328be87843f3dce76b8c55b8359649abd7339,185,93c9a4b7d9df07947081dddf06ef29ddca07e8a93fe4e2e25e66c4da2cada56b,de6cc8c20ee52b121a1451ab3a901584f70239964ab232c21c5dea8070b06664,aac9d06a9f9e04aa54c8fdecbf5a7cea6e09a85c9949c7b160014777100e62b7,missing,sequence_mismatch
SEQ000563,METAP2,P50579,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P50579-F1-model_v6.pdb,B2RDI8,478,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,478,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,32f4413bc373cdf6ada7e43ab743837c9a7ca9624dfd329e1369c8847e7e37a6,080005539838956919e9972b6e8492689d7b23e76cfb720cd67617a14c2584a9,present,exact_match
SEQ000564,MIF,P14174,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14174-F1-model_v6.pdb,A5Z1R8,115,6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,115,6fcd7510546f6916475197b4cc685730be47749ee22261b24813a38c97516602,0e2d1c0803f393d1c550686e7de92a24d9e274a9b0ca61d93c4e1fc902b5675d,760f26a3b0435396912d0db06122d3d788dc2c80a35771d13b80e44e5a59b129,present,exact_match
SEQ000566,MMP12,P39900,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P39900-F1-model_v6.pdb,B2R9X8,470,d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,470,d33636de0202233be8069eb472da2746f837b54b1ddb71cc15ccd39b47d43373,93d65633d9d98638050692e82d8d157ca2f474560c80ac0811ad3edf0a868316,b97f1e3e51b26b72a99999b2236b68480196f5db3b1ef1751a0c6f9e12e0c735,present,exact_match
SEQ000567,MMP2,P08253,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08253-F1-model_v6.pdb,B2R6U1,660,e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,660,e4520c62aed3a6fd2854bdbaef518173baa30a0b701e11622b8b0d9d7ac1c295,4ae9776240d5c7dc69561902125057cc224a59372c67047addce95675777ecc7,8a36fa512bf423bd304c4e8f7e726e7c67951e89013baa210d0db9e54779d5f0,present,exact_match
SEQ000568,MMP3,P08254,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P08254-F1-model_v6.pdb,B2R8B8,477,bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,477,bc389b758c19f1d32f942839e8c94698ba1429dad6237bc90f8198b164cff6d2,10fa153e37c8fc53abdd6001f4d363f1bd91e760db2f248dedaec3c07df7a8fd,6c8dd28504cdf2589a03303b9fefb6e3ce8d675d07298109f6b08c8dd0e139cc,present,exact_match
SEQ000569,MMP9,P14780,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14780-F1-model_v6.pdb,B2R7V9,707,a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,707,a865eb88e9d38d1113581e1982794bf124434ae60b97220ecdb4f06d1a0ab662,56f48f70493a0dd02d55f6a05b450d71c21f9d71e96d223b7b65517c50c66fd1,123d36db24379cb84bbdb7f6186aeec5e5bb2791902be2c158307557122bbb55,present,exact_match
SEQ000570,MPO,P05164-2,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P05164-2-F1-model_v6.pdb,A1L4B8,745,60676beee4960e060cc78a55a5410118d39b40fbd63e1c600b9498427d1c4eb0,650,1922c2cea333e3ecc1ef2afb47f203d8ad4ce49cded059b9173fe49946c0fd84,f38c9e9729e432a6c813050d67aa6e0f0ad4c0fe002531c96cbbaeebd93a228d,651fffc37ec6aee833c22f009717ea973a41d7fae774b7d3b2a39ddc19b08186,present,sequence_mismatch
SEQ000576,NQO1,P15559,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P15559-F1-model_v6.pdb,B2R5Y9,274,f7316e90f68b60994d35f7513e4b9b781c43b6ab0a099325aa3dbf8890800df5,274,f7316e90f68b60994d35f7513e4b9b781c43b6ab0a099325aa3dbf8890800df5,1c0e2cd3a7b221c674c40e561a3fab330fedaf633665388a37b9b3823f88e507,d6d19c6a469954e43c950a45a4b8570eaa689d67a473667c67495f263d1f983c,present,exact_match
SEQ000577,NT5E,P21589,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P21589-F1-model_v6.pdb,B3KQI8,574,0e3740730dd7a0bb4d2d5eb050d6f2e5ead1cdfa625f09f6a7ab65acc340055f,574,0e3740730dd7a0bb4d2d5eb050d6f2e5ead1cdfa625f09f6a7ab65acc340055f,b5da028321065b22560bd934880b7b2ac45b987d3d94764929a18e3c9da65e10,40c1bb0a35f2a7214e55822931a9c8995d14017d61457ee822c2c7303e7d2471,present,exact_match
SEQ000580,PDE4D,Q08499,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q08499-F1-model_v6.pdb,O43433,809,b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,809,b670d96ac031d642bcd46a7d3df563138ff90dbe4e385dcc2b475467300706ea,b0c06c76e458e9e4dcafb11db99ee185d99414c999541e171f2debbd72fa286b,1243a01e2067cfa58c03cc59ab9fd28844657381e23bb0b85a7c70669a6c70ea,present,exact_match
SEQ000582,PLA2G10,O15496,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O15496-F1-model_v6.pdb,Q14DU3,165,a77a65704b9ea9bce6c2f5f2312b945c7cda764b41fa08b0a802c7a6c8dfde79,165,a77a65704b9ea9bce6c2f5f2312b945c7cda764b41fa08b0a802c7a6c8dfde79,f8e24ba1956eba035ac760368670dd825045acde858cfc2bda9b5cb3bcc6347b,be0e2e654185ab7fa8fc699867b1e7329a6345dc4e2133610b52f43284d4cfa0,present,exact_match
SEQ000583,PLA2G2A,P14555,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P14555-F1-model_v6.pdb,A8K5I7,144,650f90f781d9587cf7e61bc4dea41923a4ad0637252769e342ad329c0221f9ff,144,650f90f781d9587cf7e61bc4dea41923a4ad0637252769e342ad329c0221f9ff,8833785b1851a2360724447769d9854b1b8317ae577470f9ff5d73d04118cc30,5613c6d85e4dbc0788550d6d1307e75859685bec86ad7f6b8c7c1b6828c53fac,present,exact_match
SEQ000584,PLA2G5,P39877,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P39877-F1-model_v6.pdb,Q8N435,138,dae962d47d0e506646bd12f506f4001f6d24c32a9e2b8b6c33ef76bb4ab5b078,138,dae962d47d0e506646bd12f506f4001f6d24c32a9e2b8b6c33ef76bb4ab5b078,b0b027f89b627bb59579f93d7cafcc87565fa7be38ef138c15e58c04ccf4ca20,de01a477bb4be13e51b0df91efc7abf5ecabe822796c6856b2a12b3d105e0931,present,exact_match
SEQ000585,PLA2G7,Q13093,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q13093-F1-model_v6.pdb,A5HTT5,441,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,441,c14a1285a61abbca445e7369adf981bd085e703ad3cecc8acb5499797b348e1c,8dc000715acdc3b2d1adcc8cadaf75f6694eae5446557e5fc6e6fabf59218a48,8cf3c32a48e1932eca0953ba9ec4757a3e1cb4ef7a07f294efb023a6d09109e4,present,exact_match
