排序,优先级,原候选编号,小分子药物名称,旧靶点名称,新靶点名称,新靶点的已知药物名称,新靶点实验参考化合物名称,结合排名_每药384靶点,当前实验建议,需先确认的事项,评价理由,原冻结药物名称,名称与实物核验说明,原适应症,目标适应症假设,跨原适应症大类,药物完整InChIKey,旧靶点ChEMBL编号,旧作用机制,新靶点基因,新靶点ChEMBL编号,参考化合物ChEMBL编号,参考化合物端点类型,参考化合物证据层级,参考化合物实验编号,参考化合物文献编号,已知药物作用类型,已知药物查询口径,参考化合物说明,阳性近邻Tanimoto,可用阳性近邻_ge04,TxGNN疾病排名,OT疾病关联分,pair_id
288,P3 先解决具体问题,C384-026,zavegepant,"Calcitonin gene-related peptide type 1 receptor; Calcitonin-gene-related peptide receptor, CALCRL/RAMP1",INSR — Insulin receptor,"INSULIN ASPART; INSULIN ASPART PROTAMINE RECOMBINANT; INSULIN DEGLUDEC; INSULIN DETEMIR; INSULIN GLARGINE; INSULIN GLULISINE; INSULIN HUMAN; INSULIN HUMAN ZINC; INSULIN HUMAN, ISOPHANE; INSULIN ICODEC; INSULIN LISPRO; INSULIN LISPRO PROTAMINE RECOMBINANT; INSULIN PORK; INSULIN PURIFIED BEEF; INSULIN PURIFIED PORK; INSULIN SUSP ISOPHANE BEEF; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN; INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN; INSULIN ZINC SUSP RECOMBINANT HUMAN; INSULIN, NEUTRAL; INSULIN, PROTAMINE ZINC",STAUROSPORINE,9,先解决具体问题,明确INSR胞外/激酶域；有成熟对照体系才追加，功能方向单独判定。,zavegepant–INSR先明确胞外或激酶域，较大分子量本身不等于不可结合。,zavegepant,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,成人偏头痛急性治疗，不计预防,thyrotoxicosis,True,JJVAPHYEOZSKJZ-JGCGQSQUSA-N,CHEMBL2107838; CHEMBL3798,"Calcitonin gene-related peptide type 1 receptor antagonist; Calcitonin-gene-related peptide receptor, CALCRL/RAMP1 antagonist",INSR,CHEMBL1981,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"325104,586574,1586036,1730340,1828579,2517551,2583244","30300,48311,99644,107047,110936,131000,131258","INSULIN ASPART: AGONIST; INSULIN ASPART PROTAMINE RECOMBINANT: AGONIST; INSULIN DEGLUDEC: AGONIST; INSULIN DETEMIR: AGONIST; INSULIN GLARGINE: AGONIST; INSULIN GLULISINE: AGONIST; INSULIN HUMAN: AGONIST; INSULIN HUMAN ZINC: AGONIST; INSULIN HUMAN, ISOPHANE: AGONIST; INSULIN ICODEC: AGONIST; INSULIN LISPRO: AGONIST; INSULIN LISPRO PROTAMINE RECOMBINANT: AGONIST; INSULIN PORK: AGONIST; INSULIN PURIFIED BEEF: AGONIST; INSULIN PURIFIED PORK: AGONIST; INSULIN SUSP ISOPHANE BEEF: AGONIST; INSULIN SUSP ISOPHANE RECOMBINANT HUMAN: AGONIST; INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN: AGONIST; INSULIN ZINC SUSP RECOMBINANT HUMAN: AGONIST; INSULIN, NEUTRAL: AGONIST; INSULIN, PROTAMINE ZINC: AGONIST",ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3008849557522124,False,47.0,0.3136956352155703,JJVAPHYEOZSKJZ-JGCGQSQUSA-N__CHEMBL1981
289,P3 先解决具体问题,C384-035,olmesartan,Type-1 angiotensin II receptor,EGLN3 — Prolyl hydroxylase EGLN3,VADADUSTAT,CHEMBL3133890,9,先解决具体问题,确认采购酸实体及EGLN3辅因子体系，已有体系时才追加探索。,olmesartan–EGLN3先核实际采购是否酸实体而非medoxomil前药，解决实体后仍可探索。,olmesartan,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,高血压；标签为medoxomil前药，含HCT复方条目仍同用途,open-angle glaucoma,True,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CHEMBL227,Type-1 angiotensin II receptor antagonist,EGLN3,CHEMBL5705,CHEMBL3133890,"Kd,IC50",Kd_RECORD_PRESENT,"1299428,1299430",77288,VADADUSTAT: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.247191011235955,False,41.0,0.3034710656593657,VTRAEEWXHOVJFV-UHFFFAOYSA-N__CHEMBL5705
290,P3 先解决具体问题,C384-036,atrasentan,Endothelin-1 receptor,ERBB2 — Receptor tyrosine-protein kinase erbB-2,AFATINIB DIMALEATE; DACOMITINIB; DACOMITINIB ANHYDROUS; LAPATINIB DITOSYLATE; MARGETUXIMAB; MASOPROCOL; NERATINIB; NERATINIB MALEATE; PERTUZUMAB; TRASTUZUMAB; TRASTUZUMAB DERUXTECAN; TRASTUZUMAB EMTANSINE; TUCATINIB; ZANIDATAMAB,IBRUTINIB,9,先解决具体问题,核近邻实验物种构建浓度，解释后才决定投入；若做需明确ERBB2激酶域。,atrasentan–ERBB2的较近阴性近邻需要核原端点浓度；不能把邻居阴性直接归给母药。,atrasentan,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,高进展风险原发IgA肾病降低蛋白尿；未证实减缓肾功能下降,HER2 positive breast carcinoma,True,MOTJMGVDPWRKOC-QPVYNBJUSA-N,CHEMBL252,Endothelin receptor ET-A antagonist,ERBB2,CHEMBL1824,CHEMBL1873475,"IC50,Kd",Kd_RECORD_PRESENT,"1754937,1846528,1857790,2220464,2344427,2433402,2573566,2607643","108030,111581,111847,123689,127333,128998,131167,136335",AFATINIB DIMALEATE: INHIBITOR; DACOMITINIB: INHIBITOR; DACOMITINIB ANHYDROUS: INHIBITOR; LAPATINIB DITOSYLATE: INHIBITOR; MARGETUXIMAB: INHIBITOR; MASOPROCOL: INHIBITOR; NERATINIB: INHIBITOR; NERATINIB MALEATE: INHIBITOR; PERTUZUMAB: INHIBITOR; TRASTUZUMAB: INHIBITOR; TRASTUZUMAB DERUXTECAN: BINDING AGENT; TRASTUZUMAB EMTANSINE: BINDING AGENT; TUCATINIB: INHIBITOR; ZANIDATAMAB: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3222222222222222,False,17.0,0.6204388725651202,MOTJMGVDPWRKOC-QPVYNBJUSA-N__CHEMBL1824
291,P3 先解决具体问题,C384-127,colchicine,Tubulin,FKBP1A — Peptidyl-prolyl cis-trans isomerase FKBP1A,EVEROLIMUS; PIMECROLIMUS; SIROLIMUS; TACROLIMUS; TEMSIROLIMUS,SIROLIMUS,9,先解决具体问题,先消歧疾病节点并核对FKBP1A的直接结合证据；如仍保留，采用FKBP1A配体竞争或功能读出辅助SPR。,colchicine–FKBP1A需消歧合并疾病节点及表格错行，不能把podophyllotoxin列转移；校正后母药仍可探索。,colchicine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,痛风发作预防/治疗、家族性地中海热；LODOCO心脑血管事件及死亡风险降低,angiomyolipoma,True,IAKHMKGGTNLKSZ-INIZCTEOSA-N,CHEMBL2095182,Tubulin inhibitor,FKBP1A,CHEMBL1902,CHEMBL413,"Ki,Kd",Kd_RECORD_PRESENT,"1786533,2427304,2427305,2500118,2587664","109433,128879,130783,131363",EVEROLIMUS: INHIBITOR; PIMECROLIMUS: INHIBITOR; SIROLIMUS: INHIBITOR; TACROLIMUS: INHIBITOR; TEMSIROLIMUS: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3,False,22.0,0.4998513061389379,IAKHMKGGTNLKSZ-INIZCTEOSA-N__CHEMBL1902
292,P3 先解决具体问题,C384-210,ivabradine,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,"CYP11B1 — Cytochrome P450 11B1, mitochondrial",LEVOKETOCONAZOLE; METYRAPONE; MITOTANE; OSILODROSTAT PHOSPHATE,KETOCONAZOLE,9,先解决具体问题,参考物和产物读数测通，并比较11B2。,伊伐布雷定–CYP11B1先解决含血红素活性体系及电子供体，药代CYP资料不可替代。,ivabradine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,限定窦律HFrEF降低心衰住院；儿童扩张型心肌病症状性心衰,adrenal gland hyperfunction,True,ACRHBAYQBXXRTO-OAQYLSRUSA-N,CHEMBL1250417,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 blocker,CYP11B1,CHEMBL1908,CHEMBL157101,IC50,FUNCTIONAL_OR_OTHER_ONLY,"321556,510194,1625604","30235,44174,101666",LEVOKETOCONAZOLE: INHIBITOR; METYRAPONE: INHIBITOR; MITOTANE: INHIBITOR; OSILODROSTAT PHOSPHATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2666666666666666,False,12.0,0.3744516512568971,ACRHBAYQBXXRTO-OAQYLSRUSA-N__CHEMBL1908
293,P3 先解决具体问题,C384-292,methylnaltrexone,Mu-type opioid receptor,CA2 — Carbonic anhydrase 2,ACETAZOLAMIDE; ACETAZOLAMIDE SODIUM; BRINZOLAMIDE; DICHLORPHENAMIDE; DORZOLAMIDE HYDROCHLORIDE; METHAZOLAMIDE; TOPIRAMATE,DORZOLAMIDE,9,先解决具体问题,查邻居端点及浓度；CA2成熟平台可低成本核验。,甲基纳曲酮–CA2较近阴性邻居需回查，但没有母药本对实测否定。,methylnaltrexone,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,阿片诱导便秘，含晚期疾病/活动癌痛姑息场景；不治疗癌症本体,open-angle glaucoma,True,JVLBPIPGETUEET-WIXLDOGYSA-O,CHEMBL233,Mu opioid receptor antagonist,CA2,CHEMBL205,CHEMBL218490,"Ki,Kd,IC50",Kd_RECORD_PRESENT,"939169,1471414,1471415,1501471","72117,91532,92644",ACETAZOLAMIDE: INHIBITOR; ACETAZOLAMIDE SODIUM: INHIBITOR; BRINZOLAMIDE: INHIBITOR; DICHLORPHENAMIDE: INHIBITOR; DORZOLAMIDE HYDROCHLORIDE: INHIBITOR; METHAZOLAMIDE: INHIBITOR; TOPIRAMATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.1976744186046511,False,22.0,0.6020459778177314,JVLBPIPGETUEET-WIXLDOGYSA-O__CHEMBL205
294,P3 先解决具体问题,C384-120,raloxifene,Estrogen receptor; Estrogen receptor beta,RET — Proto-oncogene tyrosine-protein kinase receptor Ret,ALECTINIB HYDROCHLORIDE; PRALSETINIB; QUIZARTINIB; REGORAFENIB; SELPERCATINIB; SORAFENIB TOSYLATE; SUNITINIB; SUNITINIB MALATE; VANDETANIB,STAUROSPORINE,9,先解决具体问题,先核工作液及RET激酶域，直接酶活/结合阳性才追加疾病验证。,raloxifene–RET需先保证工作液可测；对接和mRNA变化不是直接结合，不能据此上调也不能判阴性。,raloxifene,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,绝经后骨质疏松治疗/预防；绝经后骨质疏松或高风险女性浸润乳腺癌风险降低；不是乳腺癌治疗/复发或非浸润癌预防,obesity disorder,False,GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL206; CHEMBL242,Estrogen receptor beta modulator; Estrogen receptor modulator,RET,CHEMBL2041,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"586489,586600,1586053,1730359,1828713,2054987,2054988,2054989,2054990,2065318,2583372","48311,99644,107047,110936,118641,119003,131258",ALECTINIB HYDROCHLORIDE: INHIBITOR; PRALSETINIB: INHIBITOR; QUIZARTINIB: INHIBITOR; REGORAFENIB: INHIBITOR; SELPERCATINIB: INHIBITOR; SORAFENIB TOSYLATE: INHIBITOR; SUNITINIB: INHIBITOR; SUNITINIB MALATE: INHIBITOR; VANDETANIB: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3461538461538461,False,36.0,0.3408644235789102,GZUITABIAKMVPG-UHFFFAOYSA-N__CHEMBL2041
295,P3 先解决具体问题,C384-270,olopatadine,Histamine H1 receptor,NR3C1 — Glucocorticoid receptor,ALCLOMETASONE DIPROPIONATE; AMCINONIDE; BECLOMETHASONE DIPROPIONATE; BETAMETHASONE; BETAMETHASONE ACETATE; BETAMETHASONE BENZOATE; BETAMETHASONE DIPROPIONATE; BETAMETHASONE SODIUM PHOSPHATE; BETAMETHASONE VALERATE; BUDESONIDE; CICLESONIDE; CLOBETASOL PROPIONATE; CLOCORTOLONE PIVALATE; CORTISONE ACETATE; CORTIVAZOL; DEFLAZACORT; DESONIDE; DESOXIMETASONE; DEXAMETHASONE; DEXAMETHASONE ACETATE; DEXAMETHASONE SODIUM PHOSPHATE; DIFLORASONE DIACETATE; DIFLUPREDNATE; FLUMETHASONE PIVALATE; FLUNISOLIDE; FLUOCINOLONE ACETONIDE; FLUOCINONIDE; FLUOROMETHOLONE; FLUOROMETHOLONE ACETATE; FLUPREDNISOLONE; FLURANDRENOLIDE; FLUTICASONE FUROATE; FLUTICASONE PROPIONATE; HALCINONIDE; HALOBETASOL PROPIONATE; HYDROCORTAMATE HYDROCHLORIDE; HYDROCORTISONE; HYDROCORTISONE ACETATE; HYDROCORTISONE BUTYRATE; HYDROCORTISONE CYPIONATE; HYDROCORTISONE PROBUTATE; HYDROCORTISONE SODIUM PHOSPHATE; HYDROCORTISONE SODIUM SUCCINATE; HYDROCORTISONE VALERATE; LOTEPREDNOL ETABONATE; MEDRYSONE; MEPREDNISONE; METHYLPREDNISOLONE; METHYLPREDNISOLONE ACETATE; METHYLPREDNISOLONE SODIUM SUCCINATE; MIFEPRISTONE; MOMETASONE FUROATE; PARAMETHASONE ACETATE; PREDNICARBATE; PREDNISOLONE; PREDNISOLONE ACETATE; PREDNISOLONE SODIUM PHOSPHATE; PREDNISOLONE TEBUTATE; PREDNISONE; RIMEXOLONE; TRIAMCINOLONE; TRIAMCINOLONE ACETONIDE; TRIAMCINOLONE DIACETATE; TRIAMCINOLONE HEXACETONIDE; VAMOROLONE,PREDNISONE,9,先解决具体问题,取回逐受体表；据NR3C1覆盖和浓度决定复核。,奥洛他定旧42受体面板是否含GR尚未核实，当前既不能称已知阴性也不能称全新。,olopatadine,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,过敏性眼痒/红眼缓解（所获眼用标签）,rhinitis,False,JBIMVDZLSHOPLA-LSCVHKIXSA-N,CHEMBL231,Histamine H1 receptor antagonist,NR3C1,CHEMBL2034,CHEMBL635,Kd,Kd_RECORD_PRESENT,2026431,117712,ALCLOMETASONE DIPROPIONATE: AGONIST; AMCINONIDE: AGONIST; BECLOMETHASONE DIPROPIONATE: AGONIST; BETAMETHASONE: AGONIST; BETAMETHASONE ACETATE: AGONIST; BETAMETHASONE BENZOATE: AGONIST; BETAMETHASONE DIPROPIONATE: AGONIST; BETAMETHASONE SODIUM PHOSPHATE: AGONIST; BETAMETHASONE VALERATE: AGONIST; BUDESONIDE: AGONIST; CICLESONIDE: AGONIST; CLOBETASOL PROPIONATE: AGONIST; CLOCORTOLONE PIVALATE: AGONIST; CORTISONE ACETATE: AGONIST; CORTIVAZOL: AGONIST; DEFLAZACORT: AGONIST; DESONIDE: AGONIST; DESOXIMETASONE: AGONIST; DEXAMETHASONE: AGONIST; DEXAMETHASONE ACETATE: AGONIST; DEXAMETHASONE SODIUM PHOSPHATE: AGONIST; DIFLORASONE DIACETATE: AGONIST; DIFLUPREDNATE: AGONIST; FLUMETHASONE PIVALATE: AGONIST; FLUNISOLIDE: AGONIST; FLUOCINOLONE ACETONIDE: AGONIST; FLUOCINONIDE: AGONIST; FLUOROMETHOLONE: AGONIST; FLUOROMETHOLONE ACETATE: AGONIST; FLUPREDNISOLONE: AGONIST; FLURANDRENOLIDE: AGONIST; FLUTICASONE FUROATE: AGONIST; FLUTICASONE PROPIONATE: AGONIST; HALCINONIDE: AGONIST; HALOBETASOL PROPIONATE: AGONIST; HYDROCORTAMATE HYDROCHLORIDE: AGONIST; HYDROCORTISONE: AGONIST; HYDROCORTISONE ACETATE: AGONIST; HYDROCORTISONE BUTYRATE: AGONIST; HYDROCORTISONE CYPIONATE: AGONIST; HYDROCORTISONE PROBUTATE: AGONIST; HYDROCORTISONE SODIUM PHOSPHATE: AGONIST; HYDROCORTISONE SODIUM SUCCINATE: AGONIST; HYDROCORTISONE VALERATE: AGONIST; LOTEPREDNOL ETABONATE: AGONIST; MEDRYSONE: AGONIST; MEPREDNISONE: AGONIST; METHYLPREDNISOLONE: AGONIST; METHYLPREDNISOLONE ACETATE: AGONIST; METHYLPREDNISOLONE SODIUM SUCCINATE: AGONIST; MIFEPRISTONE: ANTAGONIST; MOMETASONE FUROATE: AGONIST; PARAMETHASONE ACETATE: AGONIST; PREDNICARBATE: AGONIST; PREDNISOLONE: AGONIST; PREDNISOLONE ACETATE: AGONIST; PREDNISOLONE SODIUM PHOSPHATE: AGONIST; PREDNISOLONE TEBUTATE: AGONIST; PREDNISONE: AGONIST; RIMEXOLONE: AGONIST; TRIAMCINOLONE: AGONIST; TRIAMCINOLONE ACETONIDE: AGONIST; TRIAMCINOLONE DIACETATE: AGONIST; TRIAMCINOLONE HEXACETONIDE: AGONIST; VAMOROLONE: AGONIST,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3333333333333333,False,2.0,0.4430235846962116,JBIMVDZLSHOPLA-LSCVHKIXSA-N__CHEMBL2034
296,P3 先解决具体问题,C384-110,amisulpride,Dopamine receptors; D2 & D3; Serotonin (5-HT) receptor,CA2 — Carbonic anhydrase 2,ACETAZOLAMIDE; ACETAZOLAMIDE SODIUM; BRINZOLAMIDE; DICHLORPHENAMIDE; DORZOLAMIDE HYDROCHLORIDE; METHAZOLAMIDE; TOPIRAMATE,DORZOLAMIDE,10,先解决具体问题,核两个近邻身份端点浓度，含锌CA2活性与SPR一致才升级。,amisulpride–CA2阳阴近邻都较高且接近，需核两端点条件，不能仅报阳性或把邻居阴性当本药。,amisulpride,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,美国 BARHEMSYS 静脉用：成人术后恶心呕吐预防/治疗（预防失败者限不同类止吐药）；法国 ANSM Solian 口服：精神分裂症治疗,Tourette syndrome,False,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CHEMBL2095169; CHEMBL2096904,Dopamine receptors; D2 & D3 antagonist; Serotonin (5-HT) receptor antagonist,CA2,CHEMBL205,CHEMBL218490,"Ki,Kd,IC50",Kd_RECORD_PRESENT,"939169,1471414,1471415,1501471","72117,91532,92644",ACETAZOLAMIDE: INHIBITOR; ACETAZOLAMIDE SODIUM: INHIBITOR; BRINZOLAMIDE: INHIBITOR; DICHLORPHENAMIDE: INHIBITOR; DORZOLAMIDE HYDROCHLORIDE: INHIBITOR; METHAZOLAMIDE: INHIBITOR; TOPIRAMATE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.5303030303030303,True,25.0,0.3233823728491141,NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL205
297,P3 先解决具体问题,C384-039,ozanimod,Sphingosine 1-phosphate receptor 1; Sphingosine 1-phosphate receptor 5,EZH2 — Histone-lysine N-methyltransferase EZH2,TAZEMETOSTAT HYDROBROMIDE,GSK2816126,10,先解决具体问题,先核EZH2/PRC2活性构建及参照，已有成熟体系才候补。,ozanimod–EZH2先落实PRC2/活性构建；原S1P机制不同不是不能测的理由。,ozanimod,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,复发型MS及中重度活动性溃疡性结肠炎,lymphoma,True,XRVDGNKRPOAQTN-FQEVSTJZSA-N,CHEMBL2274; CHEMBL4333,Sphingosine 1-phosphate receptor 5 modulator; Sphingosine 1-phosphate receptor Edg-1 modulator,EZH2,CHEMBL2189110,CHEMBL3287735,"Ki,IC50,Kd",Kd_RECORD_PRESENT,"1473137,1473138,1473139,1473140,1473141,1473142,1473188,1473241,1511672,1511673,1511674,2124401,2124402,2154356,2309414,2329894,2439098,2439099,2571707,2576392","91469,93136,120961,121777,126349,126959,129116,131159,131210",TAZEMETOSTAT HYDROBROMIDE: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2475247524752475,False,46.0,0.4425816436141663,XRVDGNKRPOAQTN-FQEVSTJZSA-N__CHEMBL2189110
298,P3 先解决具体问题,C384-216,aclidinium,Muscarinic acetylcholine receptor M3,PPARG — Peroxisome proliferator-activated receptor gamma,BALSALAZIDE DISODIUM; MESALAMINE; OLSALAZINE SODIUM; PIOGLITAZONE HYDROCHLORIDE,REVERSE TRIIODOTHYRONINE,10,先解决具体问题,核实液相稳定性、单体身份和PPARG报告方向。,阿地溴铵–PPARG需要分清母体与水解产物，才能解释新受体信号。,aclidinium,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,COPD维持治疗；不据此扩展急性救援,irritable bowel syndrome,True,ASMXXROZKSBQIH-VITNCHFBSA-N,CHEMBL245,Muscarinic acetylcholine receptor M3 antagonist,PPARG,CHEMBL235,CHEMBL1743304,Kd,Kd_RECORD_PRESENT,1995679,116804,BALSALAZIDE DISODIUM: AGONIST; MESALAMINE: AGONIST; OLSALAZINE SODIUM: AGONIST; PIOGLITAZONE HYDROCHLORIDE: AGONIST,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.264367816091954,False,2.0,0.3804522679225956,ASMXXROZKSBQIH-VITNCHFBSA-N__CHEMBL235
299,P3 先解决具体问题,C384-332,enzalutamide,Androgen receptor,NTRK1 — High affinity nerve growth factor receptor,REGORAFENIB; REPOTRECTINIB,STAUROSPORINE,10,先解决具体问题,固定NTRK1构建，单药激酶作用后再解释癌种。,恩扎卢胺–NTRK1需要明确融合/野生型构建和疾病依赖对应。,enzalutamide,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,去势抵抗、转移去势敏感及高转移风险生化复发非转移去势敏感前列腺癌,melanoma,False,WXCXUHSOUPDCQV-UHFFFAOYSA-N,CHEMBL1871,Androgen Receptor antagonist,NTRK1,CHEMBL2815,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"325067,586367,1327352,1327353,1586059,1730365,1828763,2055996,2065270,2220409,2583420","30300,48311,81866,99644,107047,110936,118672,119003,123687,131258",REGORAFENIB: INHIBITOR; REPOTRECTINIB: INHIBITOR,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2967032967032967,False,49.0,0.4077190011459893,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2815
300,P3 先解决具体问题,C384-042,glycopyrronium,Muscarinic acetylcholine receptor; Muscarinic acetylcholine receptor M1; Muscarinic acetylcholine receptor M3,CYP26A1 — Cytochrome P450 26A1,本地ChEMBL37未检出符合口径的药物；见另列参考化合物,TALAROZOLE,11,先解决具体问题,核实际盐及模型结构，在CYP26A1已有有效参照时才侦察。,glycopyrronium–CYP26A1应核盐形模型一致及P450参照，未检索到作用本身不排除。,glycopyrronium,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,美国 Qbrexza 外用：≥9岁原发腋窝多汗；EMA Seebri Breezhaler 吸入：成人 COPD 症状缓解的维持支气管扩张,open-angle glaucoma,True,ANGKOCUUWGHLCE-HKUYNNGSSA-N,CHEMBL2094109; CHEMBL216; CHEMBL245,Muscarinic acetylcholine receptor M1 antagonist; Muscarinic acetylcholine receptor M3 antagonist; Muscarinic acetylcholine receptor inhibitor,CYP26A1,CHEMBL5141,CHEMBL459505,IC50,FUNCTIONAL_OR_OTHER_ONLY,1567869,98833,,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.2205882352941176,False,15.0,0.3202236326655477,ANGKOCUUWGHLCE-HKUYNNGSSA-N__CHEMBL5141
301,P3 先解决具体问题,C384-140,dolutegravir,Human immunodeficiency virus type 1 integrase,MAPK8 — Mitogen-activated protein kinase 8,本地ChEMBL37未检出符合口径的药物；见另列参考化合物,STAUROSPORINE,11,先解决具体问题,先核实检索命中的激酶补充表化合物身份，不将未知化合物的MAPK8结果归给本药；再决定酶学或SPR。,dolutegravir–MAPK8检索激酶补表化合物身份待核，先确认是否本药再决定重复测试。,dolutegravir,沿用冻结名单名称；采购时仍须核对结构、盐形、纯度。,联合抗逆转录病毒HIV-1治疗；与rilpivirine联合限定病毒抑制成人方案替换,cancer,True,RHWKPHLQXYSBKR-BMIGLBTASA-N,CHEMBL3471,Human immunodeficiency virus type 1 integrase inhibitor,MAPK8,CHEMBL2276,CHEMBL388978,"Kd,IC50",Kd_RECORD_PRESENT,"325063,586332,1699208,1828587,2065439,2374379,2374992,2502299,2583252,2645100","30300,48311,105824,110936,119003,128249,128261,130836,131258,137289",,ChEMBL37：精确靶点ID＋直接机制记录＋max_phase=4＋未标记撤市；不保证当前上市状态，也不证明适合作SPR对照,来自冻结另计对照；可能为研究化合物，非必然获批药；尚需确认SPR适用性,0.3295454545454545,False,28.0,0.5695575193726816,RHWKPHLQXYSBKR-BMIGLBTASA-N__CHEMBL2276
