homology_cluster,sequences,split
SEQ:88394e6a9223f76470d5e57f5cadbdc860e8693efe607920cb084632ebc22b74,1,train
SEQ:88555a84c4118f20e778a3d47999537e19f9b068685bead8229317a09867f549,1,train
SEQ:885b20713ab5c7ca9779fb70abb556c5400d132735598ba1e77866eb4d1ccc0d,1,validation
SEQ:8873e47351364e58889499834adbdb6322bbf0b99498914a4a4f2dcabd5b7068,1,train
SEQ:887c2b3c4dbd60879966b5d6f21808c636cdc6b9fddbc381e85d582776cb5d25,1,validation
SEQ:8898a4cc0dcf65b800beb806abdcfad12ea56feea2df8c860c1f3f1ff293c5f1,1,train
SEQ:889b90cfb8f87dc66a940a7cf0a2d424c855a55ffdd353f5115f3865aa240bd2,1,train
SEQ:88b3765c07851ba1c67467c64dcdb8bb03a69fb60ac74090bd850f10d4019315,1,train
SEQ:88ce26b413f76e3874b6fb23278770db59cd0fa53d17c214bc90ae649a6bc047,1,test
SEQ:88d61a0a529c2068e1b73f4bb1fb0a3b421b3c0f3994bb48b667fd23471202a4,1,train
SEQ:88d92bab943ec5823a35307991932d9a18ba817120a72c0c84ae66d7d71cb19b,1,train
SEQ:88f9e0f78d26878c889ca6ea952934a2dc9bf31d29e7d3ce63dcf309746ec39a,1,validation
SEQ:8903915787c0c48c706d3f8b0a9b871796ac70da35d1e49e4b29ad135a8fb2cb,1,train
SEQ:896d919bf6539513108fd166c2e2692936d4880644898c00192e4096814984c1,1,train
SEQ:8977888f113d1f375634cfa39b0d8f17baa1f9c513ab8a9f7b56fcc44021a03f,2,train
SEQ:897858f6351316c9e3394905ee2b517a7bc148cd6218dd0ceaf5c6a34e8c422a,2,train
SEQ:8991de39d2b4a86c1ab5a9ff23cfe755d196ef0f2522868c2d05d0e5cd149385,2,test
SEQ:899b4d14b03a056b24ca8ce4d5e4cd76450752a54ce910473dd817c734b1a3b0,1,train
SEQ:89a03eff904685e3e3841d792aba8ad601f7c9b6d9152cabe5a005874735b1f0,1,train
SEQ:89a8318ba55ab9bafc1dd6be08e6ea41d385759c8476329053987c0b0d3a3448,1,train
SEQ:89c9d45ae70e22e20f4e91d5329f287b8798aa7fab5bcf022e0b15d4c1346bc1,1,train
SEQ:89da7a1f0ff9c9c2a643ae4d00fe0791dce4a6d246e40a44c4bc545a2c5ccea0,1,validation
SEQ:8a0a39d6d4b279be692f7f4535cf623a9801ccf10e3f102bd3fea47b0aec4f07,1,train
SEQ:8a19d3b7fa1af69753ec4f174d3163b56c1b93de9b6ef490eb63d0117dbc3f84,2,train
SEQ:8a1a918ef7372050740718e187bde6e0c0c9b19bd536f7f218cf6338f1697e21,1,train
SEQ:8a2a686d99736f167411b82ac1b5f44c6728968cebe537cd2a71edd66327ec02,1,train
SEQ:8a2b16ac22a19e989dc0d263398b31ba82e3d207662e44d1ded84290e51cd727,1,train
SEQ:8aaa3dd189e99d4f3e31d0cd954bbab120f3c76b37754400d84903bf93690fcf,1,train
SEQ:8aae9e0b614e2e32ca485cb4a2ced538ac438b841d95e606d6a497c4924e9c5e,1,train
SEQ:8ab68c02f0788faebbc063f3675062be16c9c33f5ead9ddcf7c301a759b3facf,1,test
SEQ:8abef2cc2459808a5daa0df4bdaaead5e9f1f730e9868df5739d1d2d952c2e5a,1,train
SEQ:8ad7a68eb4cf9280906f7a7891c0886acd3781c63566d40b37601064a0ad903c,1,validation
SEQ:8af289bc930940c404efdb78d4fb7734b7ac8fb308bd34afb1eb6ca943557a10,2,train
SEQ:8b3636c2da078c826d1a1418e405b3f08d986c30674b794df8ffde55c78bb1c7,2,train
SEQ:8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,1,train
SEQ:8b443272bf233157259dd22c6469313423c06305af4a16bb56c7bf246ad3f692,1,validation
SEQ:8b5814b22e774a4b3d0b592905da9077f3895217d5e1ab310058443fcf027f4b,1,train
SEQ:8b6485d9b3b5022c770c7248f76cad4e790575672b9b0b1cc2ea0f6f3a308346,1,train
SEQ:8b6aef72425c6fdea445a1879e5dae305be51b9533362502fb1cde2eeb990d7e,1,train
SEQ:8b8c937e803ac438e59ff34112b9d50226910c81a7e211182e16f99015bb4715,1,train
SEQ:8bab7c3ec14096f7b2f571f3621fdd3887f848ae19716a0cf9d3e658c6c64ed5,1,train
SEQ:8bac9bae682b5808bdc138ac06bf980da055ba5a67888d533b033dc987cd03e2,1,train
SEQ:8bb8e760c142b1a44ba1409375e34de5c0836b1b5e77ec6fac96a7a9d07d121f,1,train
SEQ:8bd3ab2005bd4b7272fd2bdd6d9a89d9886486c367f37c6ea57925fc49ce5dec,1,train
SEQ:8be63dca6cc82885cff6629df4ff5401afaa56f9a463140e77a51e46ba011ad0,1,train
SEQ:8bfb026cca112636240ed3841f3c57ddf4e7d5345525f3d756d5f0da5e905018,1,train
SEQ:8c00caffdd00302d00ed1cca33741abae543f9c6a7b61edc3b5a0c286e88e181,1,train
SEQ:8c07f9a471c4e3f34ebcee726c63941496328a5183bb6987488a4734e9659730,1,test
SEQ:8c26a070bf449cb473b0e5e007a80c708e04e435370f44ff2acc64a464d5ce0c,1,train
SEQ:8c26d24178b6cb35fae8db5e2071a71dbb9afcaf2afd0285d8549e92fc6e420f,1,validation
SEQ:8c2fdf31f486bacc138251993f444e8f7acb7be951e368d98de49bbb3a156c59,1,train
SEQ:8c33e3bc893d960aaf8ea069a9f4d15135f7e004c361a844fcc2222dda912fb9,1,train
SEQ:8c6135119d4fde38444cbc291564bc454112ff4db8586db18083e89baeb93ee6,1,test
SEQ:8c693850357bc412b3eceb8c13fba642b3533326c179d5852781c2bcff3d94b5,1,train
SEQ:8c9d0979e8d723eb1834eb65e1df802bc9306edb4487211c4bd6c1c35bd0f8a9,1,train
SEQ:8ce9042c6a2677285b37fb3d9f4974587901bc666254e9b4846b8ea63cff3457,1,train
SEQ:8cf7ac731c31e2b6a6f1e239a4eb72e5fdc74cbf4b78e6e632c88ee776a35da0,1,validation
SEQ:8d0ea4bcbcf0bb5898d879ad1ed53e94a17661e5ee4fa4a8f3bfe61f39ade8d2,1,train
SEQ:8d195ce3a73ecae8784a78f3879794c97708731cf1b46fd4ec37cbd301bd346f,1,train
SEQ:8d1eed54bd82ad057c8fc2f6b5c1b3561b1b80b6f20fe8f900fb6de3d46cbddc,1,train
SEQ:8d1fc91f90056f7fc4e638d2dbf7cd73c12e30e4e9cb97c76cac1d5b308643ed,1,train
SEQ:8d2a0cc5fc5e2361171564cd46928b35b7dbee5f2cb5c84ba6a1eff6c2dc1f3d,1,train
SEQ:8d346da13d82925d3fba405639ca879551bd66d23d8bdb9803064b1cbdaaa4f7,2,train
SEQ:8d3f2bd5a7b27e55461d2983ba5168bd26af653c8b8c17e4e12adac633e55b12,1,train
SEQ:8d50b8f6cbd845496d8ea7f022f33178c159d7405ea5354b1ba34cb82fbb6df5,1,train
SEQ:8d6d8ce39d7354c091f5c516f349216635be29afa6148fdf8524a6daa0f9e041,1,train
SEQ:8d81a69631ee20b61c6a542e21439da5d5791d4b19187018fd106cf67a6aec1f,1,validation
SEQ:8d81dcbb879116c8dfccbb9c94c87a9128f3d562eedb3b7b7e58a9b30f4056ac,1,test
SEQ:8da0f8973c48e046c68592a684745d41d4e7174be136272c412cf3bbc90b7667,1,train
SEQ:8dc8f36823d02a26a9acc53898083a85d53dc8fbc861e6adad3c44c19ac1b79b,1,train
SEQ:8de8547bfeb2f4fe15907cb606720b396d8cb6f0a0218b5a06301b62acd2bc24,1,train
SEQ:8df99dbc61bee0f45ebe29316100acce23dbf9f9d188f44b2327d628cba4a283,1,test
SEQ:8dfa317b0c2b7bd7a20857e127c506e04e100a0b3cd0045d906de2ee961ac21f,1,test
SEQ:8e1d1be13c01d136e5b36bebfb9e6e20ca1137844bae1502d03a286e496c8a72,1,train
SEQ:8e1d36d4b1038ccaf303aa8436b7ac0311378f879102f51b93d4700230e9a905,1,test
SEQ:8e252b56264eaa7ed240d94668177d6e8916a42ea5fb7cd4855f2e46f5f6cc6c,1,train
SEQ:8e36d28e612fad0fedfe102fa9e7625b918c94f16ea8489769739c6bb40ee3de,1,train
SEQ:8e59164e7a6053f5609762bd831d13e894632c77ba51e983fb1a237d8175e2d8,1,validation
SEQ:8e6db5024c384ea5e147d52820771e01aa42b1b1dcc0394d9cd3607dc5fcfe4e,1,test
SEQ:8e730faac3c6b87a7879f190ab3c77de56fd10330176561ba7ae08dbfa1144f0,1,train
SEQ:8e80f53c10f42474bb9018ec65a6c55c8b921f7aabb3f3095fc95dd89aa6d3f2,1,train
SEQ:8e87e8e1e301ce334c2a35a68a3ed36ec66a52c77ae99eaaac0812b52d38a812,1,test
SEQ:8e9f406dc9eee21184e121981ffb9f703d8d9a320660ff534cc132fb20627ba2,1,validation
SEQ:8ea18cfc19b97700ee4fd0296f003c94594fb857bae75e84e719b5c40366e410,2,train
SEQ:8eae1d88b0dd9168ed3c790d459c95d950d7e2411fc21bd60206e5686f9d086f,1,validation
SEQ:8f2e0977834e932b19f9a7b8f8e5b9ed6eb97c7c2aaedddbead55aa8e21898bc,2,train
SEQ:8f3101e514560e9d6ad2b633e8de0f48039464e250f2d9533d2e8e680d122862,1,train
SEQ:8f3874a360c57359aa80b90a4a08a6779fc2bc7cd11611ae4b9bafd094617f5a,1,train
SEQ:8f3c152ea37123a09f69e950d5c3ef4041ea2b8c0f6842b1846f90e3ce68c203,1,validation
SEQ:8f414dfc5f20967b0669cf9d83253d6654d8435b71f5f9c401e050720c0dc5e4,1,train
SEQ:8f4d7910c1482714ddc1f28d3b9e64d435140f70decaf22e87dfe680fba0abd3,2,train
SEQ:8f8f14bccf603c22c55b67bf42a9b88083c6335974dc5ffef4a380de5c25c1cf,3,test
SEQ:8fa7a1b63349c8e5f8e1fa08b8c7bcfdc122be8effa05ea8a19afbc2ec537382,1,train
SEQ:8fb99dae835bde979e1d51a7f507aaab6d497877d6889da514fcbbe87f15f14d,1,test
SEQ:8fbf1fe9d2a159a1c151661e6f9c139a9a985070a4525ee2c4ecb85b9540f8f1,1,train
SEQ:8fc385be2df9b754058391ed7755e313e2864033245f2cfedce6448f2b5703ef,1,train
SEQ:8fc73bc20a5269f4577d7bb2c71d99c4e3e5818b2a530968d850b62342e769a0,1,train
SEQ:8fec45ce0f659b00507a08b9e5d71d0cd8ef8575882320af92a429d9f85de267,1,train
SEQ:8feff9ca93c89bb0da9aafabf47d336d03755da0020af457510fc4a67231602f,1,train
SEQ:90075634f6e58f794e31bf42343ef834835c81871f3ddca6fb99a05750b8c507,1,validation
SEQ:90173d4df6b90cfa0e6a33cf100c99fbd997db1902de404da39e811db3ca3e5e,1,validation
SEQ:902f693e3a2c631f5ccb8c2eb5931aab72a1ad8d09c8ff75d92f9eaf9aebcbe5,1,train
SEQ:90300eb6f6503cfb33a806dad41ec356aba30c933e23fd974a12fae4a726a8f9,1,validation
SEQ:90397a156f87a91b9bb1e01e97437e9f353b3b37025d48c3c0efdf77fe4ccaf8,3,train
SEQ:90456dee53caa3316ad50ed23860a24b02d3cea2f9109a9f1a67f0a3633163ae,1,train
SEQ:909539c64cb848c2466fb511882bd8319484f04fb2f5e4a3e33e01777f52e7de,1,train
SEQ:90957ff2efab2661632efc80e26b97db1baa961011bbc746fc7b9ea905af3915,2,validation
SEQ:90b4316c150366eef89a1b93a0b75346a91a4665b68b430c44815cb73e33a552,1,train
SEQ:90bd3f8ecf011c8b8f024f1b4b34bfe676190f9171c69692409d7e0c53676e84,1,train
SEQ:90c300eb851cd27d41a54fd16db7918f872e99d2b966cdfc1d67afa544c3a406,1,train
SEQ:90c84a74e4ee230b51dbda511ad1b04a88a8cd0e3522ea9cba718c4dba00dca4,1,train
SEQ:90cdc247f6dc66e508b0490bc7e0ca4a4dcb44ebad3d00401b57409333d33949,1,train
SEQ:9111b0baa3e6bfa90aacdf83c846aa7426a76d0be7aacd935c5e8d3d6d2636da,1,train
SEQ:911c58a82224494825fde9a5b32e405e6d17402da5ff3eb890f31d951f8c1c99,1,train
SEQ:911d90313aadbdfa80b52bb3fa924e52a4b59166c281d0d405854840c5fe681f,1,train
SEQ:91356d71188f60f77637b27011670aef9b0fa8fde014310470ad5aff02121f08,1,train
SEQ:914bb196cd912f959039747232e7587caacbd6ba9f0109e876a5489a7e388b6e,2,test
SEQ:914fd333fa074f1efabeef9f2d83a29223c1b61122fa67d3c42988893626b469,1,train
SEQ:917a3c51e53c0114145e4dbe90af66c4ff1e9697ca2c21930b647fec89a22795,1,train
SEQ:919e32d335b9e1c770b50f3a3e5f1c53b50d8fbcc7c0ef99b7f236edb32c5548,1,validation
SEQ:91afa9c2866d405a99bc80d522153e62749cb0970635f9feff16b3eba4bf7ad7,2,train
SEQ:91ba1ba4d4c106b3f4637cdae75ef840c00c268986b36e5112c6010b3720ee01,1,train
SEQ:920d53f2ba8db9ed226d6430fe54f562849c9cd1a5c72a52e854cc4e3bc78348,1,train
SEQ:92184d205b2594b62a641066f5969fc4b2d12efda05ecea0a3360df401e8a0ca,1,train
SEQ:92301e7942af89469b005b051784e4a032fcf2da2e4ab6352bf80f2afeaca45e,1,train
SEQ:9251b26288cab7295c6c1b9ec356e24fbe8b73e7e2e9b4bb57db9d4bf0ed691e,1,train
SEQ:9256a1bfe118071d06617fbbfb5e24d0533f7518d59500b2991a6ace19bcac77,1,train
SEQ:92640b2ba9479ab857370edd88a1c0b43abed2c77653d2dd062a214f59cef2a5,1,test
SEQ:927578d9f69a282f66c042fdacf7735a710d94b9d00d5067d532ff8920af11c9,1,train
SEQ:927acc1a37ca13d792fa8f0e2839f75f31216d8c6962215f472e74f5949ebd15,1,train
SEQ:9283e9c3163756a2b09e7f5854a8c8a58ea5b7d62b2cf5e474269174e04d6d52,1,train
SEQ:928ccbd7cbbfc119d8ba7775d1093978032796836e86f47a5d0a392de6f28d5c,1,train
SEQ:92948fa17dea0be47db8acd1efa51ae910e766340291fbbd352a6fd8b0bb8c15,1,train
SEQ:929a8d15456f45fc827c46133e56f0c423890b8952cdd3a6b915c1b9391f896a,1,train
SEQ:929c674306656550d815f9893d6c5f8def3aa3e1885bbb35d140e80227915224,1,train
SEQ:92c87b4257b7a293616a022782d65fd37c7b5b7f3e9706229e5b37d35423fb77,1,train
SEQ:9324be8e09e697e43b0b477f3ed648f64900d98497ff5d119f74c6329450911b,1,train
SEQ:932f517758c6138ef50cfa051514ad0c64cad17b80a929eb14d149f889a7db8c,1,train
SEQ:934089f16fa6cece54b0a4b64a14b01da87c0615ad986b69b13daac95f46a8eb,1,train
SEQ:9349c99a3c25d11c5eb4cfaa95a3ba846f3179250d7dee543bc9e5bbb74e5991,2,train
SEQ:934f5eb3269921d6726dd0af331cb1a382be006da53c2bf30a1e64e5a11c3921,1,test
SEQ:93a32e58eb0310a18ce3069c4e0112de0472db029109a28b0254988aca1f7ca6,2,train
SEQ:93a883fc2b47725bf4e9104e9faba4402f409c0521c0c39ada4751c232e74286,1,train
SEQ:93cfe8189194eba375ff888c548971a9eb173c819f9e6988ddc12ef22668691a,1,test
SEQ:93f48d58920bd78b852e71b1b16ca8a2ef4be6b2e5549a6495163db351ea0216,1,train
SEQ:941fb26ce72fc671c8792a1a1ac0b8d60167e67876b1883a6d70cb123fd030e0,4,train
SEQ:9422a4c807230b25761784047ecd0ead335db372b957755f8b4d9760412bad5e,1,train
SEQ:9429fe8bfb2c7c0a4f1d1721147f9781d7cf17fbce7311834279554aede25c96,1,test
SEQ:94598ef6b31dd758a4cd8c66de1f93dc6081f3eca13ae4ee8a1c6bbd21e668ef,2,train
SEQ:946753a4498b36c6a561a162debc32219a498e45debe1c026bd2da09e0683aa1,1,train
SEQ:94942cd343d798ad3a96f18c883ba6fb1c4983b1ef71a1060ab88ca2358c5f24,1,train
SEQ:94a5b370b01d30b328a6e4d3fc8e91f39fd27e5f1550865767da16710d920a91,1,train
SEQ:94b38c10884694b354dd30c9ee74788742cdb42ace018f6019f16ad40b76c186,1,train
SEQ:94b9f81da3bc22fa7ce6c1ecb5f8efc4a38e73c4bb6cca35c662097c27945c36,1,train
SEQ:94bdfab7aeca6e5f2daf5e10a170672513e095e6b468425f0be9459ca74181b7,1,train
SEQ:94c28f95b9da82234879b5c15184312771712904d8feffe8bd024b655caa964f,1,train
SEQ:94c9f741e357f87c7cd32d547d8d08d8808b4aababfbfc44fd01828e61d97d93,1,train
SEQ:94cb7c9b4962b0c8e4377c684a59bef7516514b4d57ea9ad027a22e7c0384799,1,train
SEQ:94cc731dcc82f344479203a41d28653eaae20dbb6bd4ebc76c084e665185aad7,1,train
SEQ:94dab7050e09cd3c3b02bd6c432de4aa56787299b8383f3cebb82cf6e3649a2a,1,train
SEQ:94f3b91140e5afec13c0e7bc50eb2e996429e296f7ed606344347d29ed31229f,1,train
SEQ:95158bcf754a88248c31f1ea3254069af8c5a068803b6291b960c2f078c6eb1f,1,train
SEQ:951dbab1434ad896001a66d740e1c12097b8fa327966e4875969411c92a5ed88,1,test
SEQ:9543c42c9a190d7665df58599c141dcbc946ff753aaa6a3294694595d4615ef3,1,train
SEQ:954a62c6e0ade1cd92f48a1b99c1ce628483127a410b04604a7b172e39b67f65,1,train
SEQ:956f05d9f4f97097b3c9e516ea2bb84a81d25ddb9b7f4786db567a16e0a48c9b,1,train
SEQ:95c2f132f7cfe69f5759f39601379e6da5c638d49ac782761aac5e7cc2195d08,1,train
SEQ:95c9e7564316761048418c035af57f359a87d652cd151d26fe96743725042943,1,test
SEQ:95cb351e98303228fc0d0c2499c48fc509024166e7d7b032124610ec0bed5a81,2,train
SEQ:95da05e3a27537ad625959ca05a49ccb6af7270c1724788724cd8577ec3d469c,1,train
SEQ:96100e3c267388e5ecc1dcd75b4b5abba9bbb8f20730b3206f28c959a46b0ac2,1,train
SEQ:96128c45452bec648cd0e8ac6c91af165d30470abf91590ac847b6b3c765f1c9,3,validation
SEQ:962dd4d3d2f7709ba5b90d3992c2066605571aba10304e4ab9cb015cec19594f,1,train
SEQ:96326ff2b08a3ad3ae114160e46404c6e83f7d2cdda740a06ee4e93220fbfe81,1,train
SEQ:9635f5e11bc2e95cb5b4aca19e52963af7b7cacd94b962e99be1d66499686daf,1,train
SEQ:96542f6cfd17c202a334958dac4da9988ccf6cd5cfda8a0269400f2c67a6d816,1,validation
SEQ:96615dd89a09abb19108cb2480fb0bee668df64d0980d0e8e97aaa6b225156fb,1,train
SEQ:967065e528825ad0c10539c3b86e1b3be7e192f3d2cce3e16eb389bac1445244,1,train
SEQ:9674ae254efaa5e9723195db2f9fc83efdfa15733fe9b2b2af9e6fc93dcb31ab,1,train
SEQ:96a405d8ba5148e631e426df7d6fceb1e9f2b9a21e240fd082007422b3a2699e,1,validation
SEQ:96c20248410c00a2e2effa4c4fb5f008c5cbd1f86f186a371dea80a29eddab48,1,train
SEQ:96c80cda27a0d5ee44c69c0f0b734a5bdbe91e1bc198d0d60bbe839f6c22237b,3,train
SEQ:96ecd479b2949c7e473a9c5af53042d3ea3e0ba5c078e0513fe9deb8152f470b,1,train
SEQ:96f43834cce2469c56ae83773ad277faa9068e62f21a9d5d95152b0c7d3ad106,1,test
SEQ:96f65a7466cd37cc97196d51aa880850f80de13cbe7a10953a684e80b3c6f875,1,train
SEQ:970d64486e9a429373507a215d33d03945b7ad0e2a3a312a1748ed1d9df88c5e,1,train
SEQ:9727a19fbabcc6cda5c8c7a1c2187ce6176e9f6de4227f4f740193c65a227e81,1,train
SEQ:973414eac970d61a4a073cb56fd98868f2657bac2e81a6847bf947f8d9a2fab0,1,train
SEQ:9796e4a195066b95cb46d4fbb869f06afddbe3672b9e1f789fa4e3e5c9560e0c,1,train
SEQ:97cc713adbb20145bf2799dae36a09c67b84be0b62dd8b20984a6801dcbba6d6,2,train
SEQ:97e6853e73fffc7cef35c2ea3bc257a8f498277dc7c3e71f3ef791e7847e6e70,1,train
SEQ:984daf7ea4c7635cefdfb3569d0e234a8ea0a0bf3a6e9c02a330b58a00d614d3,1,train
SEQ:9856241fce830c108ee9e7bdba35f7b96793bb6e664952090dd023de801bbec4,1,train
SEQ:986d36e105a5a18fc729f1adf920549c38bc84c6a7829f410de05daed8b655fe,1,train
SEQ:98784d985d36978fa5813e5485f3854a7920637381d025fa63e752570e9c6f0b,1,train
SEQ:98788874f91912f7963af2c14659f43c9fee922733e69aed8bc760b6d0102b68,1,train
SEQ:987e15538f0f1ab2fdac22de66091cf0a704c2a7eae4e9af9419d590682c51d7,1,train
SEQ:989342fd5b505664a86310e50f680ac0ccf33aa5a0c716969ba010991eb7a4d3,1,train
SEQ:989a894cc61bee9971c93b7be051d4d3718d7955ce6e3bb5f2d157377072f96f,1,test
SEQ:989d09bd54f47510efe05907a8a3bdafccc091740a957ccb0a46e0dae09a419d,1,test
SEQ:98a35162c48f77bfb277b3b401f4517dd7383388b51c724a0d247a740ccf2dcb,1,validation
SEQ:98dbf567f231710152a5f0e440da1df640df267dc0bbd48da50df4af1fee9b1f,1,validation
SEQ:98ecf4751f90938798033f384c48b9f183c6e405732762cc869a6786a3f5e6a2,1,train
SEQ:98ed5e5f7c4fc9e0acd126b62a1fac341002445bb7a1a258151475199216e0ec,1,train
SEQ:990558cfd6a93c013ba19cbef10d1c3b304f2fbc02cc4faf2bf1f7915757900a,1,train
SEQ:99116faac3fc92d4fb0b0870bef155fb9b91912dac4330cfd188c216ba74227e,1,validation
SEQ:99161651f3cd7a7601be201eefd9ec10e178b4a8f3ba987d60e252903189692c,1,train
SEQ:9927ec0e53b90f1516007af3466b441b28910e3da2c46e20e78c7f2ffdf31e75,1,test
SEQ:9947d2c5b5ddc2893700fa695c8c05d8b1cd28213fdf19298eb174d8e85d3013,1,train
SEQ:996f97c63c398c52b917c21cec8c89132d120a0a692b9aa2e403e718b8fbc9ab,1,train
SEQ:99722d8ab793cfe52e7fe8f6e64e9e43d19475d546a4e180616b5a7f24d19a55,3,train
SEQ:9984e70ded6153f918ff956f2ea8b39ae6ce057ff1c5bd7a122dfe133e590b16,1,train
SEQ:9987419f96fb514f4fa4958a9f8fc21d6f21cb6c37a372ab693d8f137ad349fd,1,train
SEQ:99878d9a68d9f4fddbaf40817b913ca2c0cd4c67d0f1f42c38d9893dbba2a9c3,1,train
SEQ:99a56ed3cb7d342e77db01cd7adc5ced0045a043b4b6170930f9a874529672d9,2,train
SEQ:99a85ff367f9c3187c87333b65a83a763e73a32370243b0583270086b860af4b,1,train
SEQ:99c06fd1fbaf0561a34f2420634593210d13dc40b618fb708087075a69a159cc,1,train
SEQ:99e4e7960700532799dc7064b6ed16cbc6432ae1c9eae245227e89ac43d42ce1,1,train
SEQ:99eca3247aa120d592a410acdf862d934a1c298347f1142102f84827ab17f229,1,validation
SEQ:9a06387610edd099466d614941c42a433f444feb6a8f25375bb0b6ad8ec9c6f4,1,train
SEQ:9a19ae34b9a8659711911a231c3958c3d0b2a640dade454f444d576fe03f02e0,1,train
SEQ:9a2dd0f33b783086af4e1188b0d87b073bc199cdb404ea2fe10342fc345083fd,2,train
SEQ:9a411a8c77d2fa9f3ee16616d2175809b47d0f96329d77d449653baf623eb8de,1,validation
SEQ:9a6430e64b18ef56b07f19b2d60e34b9b134da234cb7faa22e8007179adf7080,1,train
SEQ:9a65515effc758706ec8fcd697bce5e4a7a33bc8395b985ec934cb11bacf06a1,1,train
SEQ:9a6c36f97d2978c36c6849f92aecb662c49a836a2ff32e4acf0271732633dff1,2,train
SEQ:9a7fa3c16640c215ee56fb067330853d5928b50181834259d9e00abb24e9b751,1,train
SEQ:9aa0234417fe34ab7ebcb991e3ceeea70d250179e72d20da56a10dbf9ac2c161,1,test
SEQ:9ab21bad97bf58ac99c7b8d155c7ed3935dfe953e8a973b4531c7ce5cf65ca7f,1,train
SEQ:9ac9f493ed92b65cc3c170bb4a20c9666f2de6cb99c223fe58d4027f1f24e8af,1,train
SEQ:9ad4241f8782de24601bd619934ba91a91d8a54fbc6626fc98ad2a0ec412e4dc,1,train
SEQ:9ad5ef9ba35def920a684e5d92e22b0a2e05baefcec3c9f173e2773ca8cc0646,1,train
SEQ:9ae3a7693d1ad10c2d387cb381fa348fad2b8f5642bbdd4940bf6060ed018211,1,train
SEQ:9afa4288f4df38affa7279e11f5b301d0be29855c7fa5e7f88253d87e1a59a6a,1,train
SEQ:9b003c04637e5c30926a40a89d17b8e36e7ec8a943b37a317411daf0ca3af4bd,1,train
SEQ:9b024ea8d7b4f9eb296ce8467e73d1b5fd17628fc34c2ca053755d33162c88bc,1,train
SEQ:9b0c67891c435a4aeb0e80e482f18655f140a1fe9b901b2fea59fc9efa011a63,1,train
SEQ:9b419a95c0c4f4716ee0cb9771efe87911cbb54e1de987562a09841bafaa497f,2,train
SEQ:9b4d7f141ae58580813aa6b030f67b51efc5af3076f4df2cb5b0dbc27f0c7810,1,validation
SEQ:9b5443243bb941445c0cb756368a6f3548ad73a9ef28f72ab6765c97f5587969,1,validation
SEQ:9b6997b252fe1488a5a3413b36c55cd988be552e1f94b80edfc967106f70bdbe,1,train
SEQ:9b69cd9e596a1842771115c73899b8321307c5d9e57ef124259e2846034e5b7a,1,train
SEQ:9b721f242ab28b30e024e54602f0df9544bb48a59d95a14b6dda8a767094e2d0,1,train
SEQ:9b72da85d9ab8ca356c53c58b94732f40d5f1ce0a419a9819c8d989a16afb9ff,1,validation
SEQ:9b83613de303ede29340c77f00a4ebd9ea2470520d1822ae0598c34dc24a7c91,1,train
SEQ:9b90c234c007ae25d011f573a0deccfd96ca908b193a043413120f802384f402,1,train
SEQ:9bcfdaaa5e744e1ab18a6ceb91a8c095278f216b58d36c22f4f63252082342f3,1,train
SEQ:9bd864019fea6cd2d6e1c38aace14b29679a704148208ce5192cde911124a018,1,train
SEQ:9bf9496809413419e8b9263df2ea2d61df5786a2f5a6e9179fc0a41b64aa8fe5,1,train
SEQ:9c314ff1537126cb4bda8e974b7e925cee0a35cd74d9e24cd2438a40a4dc7fc0,1,train
SEQ:9c3188b073b9e98d1564288ad72c38251639f58ffa45500df86cfcc08355c99f,1,train
SEQ:9c341cf1c8fc2fb6b0dc93ed99166f7c898924a8aa747b4dbbc777bc9c92736d,1,train
SEQ:9c34c8cb78fac9429fb46c0cf3f8a36f0953d7cf15432d6c7dfa99e539bfb344,1,train
SEQ:9c4089da85ef3c06dde2c14def7afc4a2e1452947ca9abf34025f90a101db770,4,train
SEQ:9c418558debe0111e149ea23391b9add685b7a614ff1bcb195a5ebb38cde9d7e,1,train
SEQ:9c460ab6f0bcc7a29316b8bdc516f57dce9c95014bf582097d7026045d9a6738,1,train
SEQ:9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,1,train
SEQ:9c70ab274c0904e69a08af1c1c9070b9bc690fea3d633a74fa6d5a7708f47434,1,train
SEQ:9c7cd4e1000690e7e9384ff37b6fdc3f9d755ea5d58e0d10b204cab5a0cde040,1,train
SEQ:9c82a0828a1f762f7b2967a372583a83850108a9c3a5c7345664df3b973f6347,1,train
SEQ:9c84f2f97b5216c6e735c7be1b342f8da270f9a38db1a46ca6ce185982400053,1,train
SEQ:9c87e4c85ac089769b1fcaf43d2bc98f18b520de2ce31865bec654eb24f06dce,1,train
SEQ:9c8d916f9c275da9c0b52bfd9f04506771c335040b10749adcd2f2301b13fe98,1,test
SEQ:9c9c4db1c101c92124e1636ae0bcadc314c113c4949c05c9e3dfd370764d8bce,1,train
SEQ:9cac7b173570cf94418656018c456f00f9c8714d17d1c202336fb9b392e55cce,1,train
SEQ:9cdb63d923278cc84ef9658dea6de877e00626a3e1ede5c9a63ec8eed52f06ea,1,test
SEQ:9cef140f994aae9c50e9f45b9dc8638c6accc465e77a2d80aab56ec4204f091f,1,test
SEQ:9d3b19d62520fa97289f0d1b463016d99042c9447fa6ac5a7b0825be5172b547,1,train
