target_id,target_name,organism,target_type,component_id,uniprot_id,gene,protein_length,protein_sha256,small_molecule_moa,chembl_gpcr,ot_class_contains_gpcr,is_gpcr,assay_lane,evidence_class,af_exact_sequence_model,structure_ready_strict,legacy_384_member,local_exact_af_file_exists
CHEMBL3712953,Inducible T-cell costimulator,Homo sapiens,SINGLE PROTEIN,15107,Q9Y6W8,ICOS,199,480e59e625dcb7b3d3852c7b8cf8d62378e452426167f65c686cd7f8c9c8918a,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712954,Interleukin-15,Homo sapiens,SINGLE PROTEIN,15108,P40933,IL15,162,eb801922daf84030260c754b2516f6ef584ec257e956d9285e48f4a45ee299a0,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712955,Granulocyte-macrophage colony-stimulating factor,Homo sapiens,SINGLE PROTEIN,15109,P04141,CSF2,144,51ef60bb7308febe36f4a30cc039227a8f8bb92d2efc40467937313ff02f22de,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712956,STEAP1 protein,Homo sapiens,SINGLE PROTEIN,15110,Q9UHE8,STEAP1,339,8ee3771c7db2a90ddb8011a4ab73db7674589c1baa690ecfab915aac2db8f1c9,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3712957,Insulin-like growth factor 2,Homo sapiens,SINGLE PROTEIN,15111,P01344,IGF2,180,f207ede2979646b787ad65abdf66c177980b10d145a1a44e4743d76185069d68,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712961,Prostate stem cell antigen,Homo sapiens,SINGLE PROTEIN,15115,O43653,PSCA,114,252effdba5d5a0e6749f95b5f0e761612b28f277185eb31177aa6f841a145759,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712964,C-X-C motif chemokine 10,Homo sapiens,SINGLE PROTEIN,15118,P02778,CXCL10,98,9e0216db62967edf6d61794397651c946ae3429f4979dde516e926fa04e36ff4,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712965,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1,Homo sapiens,SINGLE PROTEIN,15119,Q96FE5,LINGO1,620,db3cd1c70a7409b0691ee8155963c2547ae25717997c3e0be43e289171ee3d23,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712972,Epidermal growth factor-like protein 7,Homo sapiens,SINGLE PROTEIN,15126,Q9UHF1,EGFL7,273,575e7b15017b3dac081d81da0ca3e85b14c763d6adcf54a3c97517c066b34d3e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712975,Endosialin,Homo sapiens,SINGLE PROTEIN,15129,Q9HCU0,CD248,757,5de140e38af6ff4da85214e6fdc7a93faa5b9be0b770eb0329f411900d5588c3,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712987,Interleukin-3 receptor subunit alpha,Homo sapiens,SINGLE PROTEIN,15141,P26951,IL3RA,378,242c33a169bf99306af5206da2f2422c97a2a68dd6a7fd6bc87f31e5b4d874e5,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712988,Melanocyte protein PMEL,Homo sapiens,SINGLE PROTEIN,15142,P40967,PMEL,661,c2e9cc14b97d85829964a33da61aafed14fbf57775322a09e6f6421c79aab0a3,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712995,Tumor necrosis factor receptor superfamily member 18,Homo sapiens,SINGLE PROTEIN,15149,Q9Y5U5,TNFRSF18,241,02969e538b189ee1ef90ce6a6e2a445bf729010d2e044756bcc22d3546e09412,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3712996,Blood group Rh(D) polypeptide,Homo sapiens,SINGLE PROTEIN,15150,Q02161,RHD,417,e7857785c4ef5d343fad97a767bd2367b3ea852bdfdd36e80104f04bf6874b3d,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3713000,Interferon alpha-2,Homo sapiens,SINGLE PROTEIN,15154,P01563,IFNA2,188,e52eb90420ceaffef3e587f4a5b79dc6be48f9818b638e3e96253605c9c2b88e,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713006,Programmed cell death 1 ligand 2,Homo sapiens,SINGLE PROTEIN,15160,Q9BQ51,PDCD1LG2,273,8bd3ab2005bd4b7272fd2bdd6d9a89d9886486c367f37c6ea57925fc49ce5dec,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713007,Interferon alpha-1/13,Homo sapiens,SINGLE PROTEIN,15161,P01562,IFNA1,189,f64ccb7c3ea059c6603736f6cf4ddb2d77be13f85a4c26137e277319aba27561,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713014,Choline transporter-like protein 4,Homo sapiens,SINGLE PROTEIN,15168,Q53GD3,SLC44A4,710,0d06c97efd6f5bd5586ff7c9c2fe8844b44c0a27c0af82e1b4dac93e1ccef465,False,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713020,Mucin-5AC,Homo sapiens,SINGLE PROTEIN,15174,P98088,MUC5AC,5654,4c1e3207815a013eb721d904a6d35e7541022282088331b14f741f60067cf0d9,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,False,False,False,False
CHEMBL3713023,Tumor necrosis factor ligand superfamily member 12,Homo sapiens,SINGLE PROTEIN,15177,O43508,TNFSF12,249,e42a0f16abd3a9a1f5b3696dbb346975ff446b79990e59f593784fef5eba511d,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713025,Protein Cripto,Homo sapiens,SINGLE PROTEIN,15179,P13385,CRIPTO,188,375091d9bf2920a45facf50c3dbf18c45569e7fdcadd85f980a3bc9d12a1efad,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713026,Killer cell immunoglobulin-like receptor 2DL3,Homo sapiens,SINGLE PROTEIN,15180,P43628,KIR2DL3,341,9a251d433d181a49cfedf329e8403e011a43a87459cd5be2f38b895ea79ed686,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713062,Tissue factor pathway inhibitor,Homo sapiens,SINGLE PROTEIN,15216,P10646,TFPI,304,5cecbc2e4ec0d058cc443dd97c265bd85c7a278f04877b1e302b50b419810a68,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713333,CD27 antigen,Homo sapiens,SINGLE PROTEIN,15487,P26842,CD27,260,7faacb066fc2b75daaf54dc109769f78ca0c90e03d1fa6655283145dbcd47ba8,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713343,Lactadherin,Homo sapiens,SINGLE PROTEIN,15497,Q08431,MFGE8,387,d10e581cf79b1bc41ba9ceb248ea818d58d3b9ed39a9dd587e73f21ce9392aa4,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713436,Tumor necrosis factor ligand superfamily member 13,Homo sapiens,SINGLE PROTEIN,15590,O75888,TNFSF13,250,5656de7cebd5e4814025160facc412e74f06b3c62f104119182dd99188988d34,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713449,Interleukin-20,Homo sapiens,SINGLE PROTEIN,15603,Q9NYY1,IL20,176,aa228f7dc1964b144197f0b8a4ff587b7ab2ae3068a9a0fbba3a0377802ccd49,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713453,Bone morphogenetic protein 10,Homo sapiens,SINGLE PROTEIN,15607,O95393,BMP10,424,a6d55531f663b5b8ab515808bdbc0bdcfaf489eca18b6945ba0203b1cca8a08f,False,False,False,False,ENZYME_BIOCHEMICAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713643,Complement receptor type 1,Homo sapiens,SINGLE PROTEIN,15797,P17927,CR1,2039,947b72bc60774c38e77fdf5225ac45f106724e4729f660f707e23fd57cd6826e,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713712,Elastin,Homo sapiens,SINGLE PROTEIN,15866,P15502,ELN,786,72fc3ae62718f735b35798767fbe672ade951ec72db88f15503b35f89b4009c4,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713913,Fibroblast growth factor 23,Homo sapiens,SINGLE PROTEIN,16067,Q9GZV9,FGF23,251,7bcbe7a25d9b255cea604a3cc4e829f12b684c3b5e6d44a598de4eb4df86577c,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3713941,Interleukin-13 receptor subunit alpha-2,Homo sapiens,SINGLE PROTEIN,16095,Q14627,IL13RA2,380,19976f696e7fa9e96703add408358db6ea0e356345cd3f2028c7739fcf5ea0a5,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3714029,Lysyl oxidase homolog 2,Homo sapiens,SINGLE PROTEIN,16183,Q9Y4K0,LOXL2,774,d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3714157,Vascular endothelial growth factor C,Homo sapiens,SINGLE PROTEIN,16311,P49767,VEGFC,419,8fd35aadc7b2b246d7fc01f3c8b59a3ae614a4cc872ec7a1d530e627e13523dc,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3714583,Leukocyte surface antigen CD47,Homo sapiens,SINGLE PROTEIN,16737,Q08722,CD47,323,caa66c8069880514fd225b7c8673a1f4877dbfc3e15d10e69400cb453a226918,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3717,Hepatocyte growth factor receptor,Homo sapiens,SINGLE PROTEIN,2033,P08581,MET,1390,cc24e8701a5717fd1fa418174adb3b6cbaeae8a76f78b33a995f44c5bb394056,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3720,ATP-citrate synthase,Homo sapiens,SINGLE PROTEIN,2036,P53396,ACLY,1101,5c8f6c84561e4836ba257bc1182486257393c8dc7073d72f08afd8e522ee95c4,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3729,Carbonic anhydrase 4,Homo sapiens,SINGLE PROTEIN,2045,P22748,CA4,312,62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3776,Caspase-8,Homo sapiens,SINGLE PROTEIN,2094,Q14790,CASP8,479,a23099a3856f1e0ce5a8563a28fdc25422081c8f516879f23e98abf0da67ba8d,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3778,Interleukin-1 receptor-associated kinase 4,Homo sapiens,SINGLE PROTEIN,2096,Q9NWZ3,IRAK4,460,d1e98792da352b2d83ccca532e6144d5e51ae1b39a9c272494a4c18a7d3ec3fd,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3788,Serine/threonine-protein kinase PLK4,Homo sapiens,SINGLE PROTEIN,2106,O00444,PLK4,970,4793c5b0a3bb8263732fb612f8f21834b21a20617a8ea595843c2ec3fead15e5,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3810,Fibronectin,Homo sapiens,SINGLE PROTEIN,2128,P02751,FN1,2477,3e5cc6db5dca9962e84e305fe4faab34a481888f5d724769b25d8b11e17d0dc1,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3816,Cytosolic phospholipase A2,Homo sapiens,SINGLE PROTEIN,2135,P47712,PLA2G4A,749,a3309c76e04e3e2b569766c8963cbb3b63e5e1cd3b9ae2ec57de3c678fd08dbc,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3820,Hexokinase-4,Homo sapiens,SINGLE PROTEIN,2138,P35557,GCK,465,48ae6d5533dd7faf386b768e3da89f009ee6678a330e57c47be85385d5aca664,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3831181,Growth/differentiation factor 2,Homo sapiens,SINGLE PROTEIN,17027,Q9UK05,GDF2,429,66e9f25a192b58bd2e7559a2937d2375757275ca0ea4190332c8a4f448db7dcf,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3831182,Retinoid isomerohydrolase,Homo sapiens,SINGLE PROTEIN,17028,Q16518,RPE65,533,cbbde4fd45aee67b8bb1fa7f40c2f8aeabfa5c09fa32954630085fa8b1c47744,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3831291,"HLA class II histocompatibility antigen, DRB1-15 beta chain",Homo sapiens,SINGLE PROTEIN,17062,P01911,HLA-DRB1,266,6c038ed8f95e0248a1ffd4dbab53c0ff1d973269cc93901237862549053780be,True,False,False,False,EXTRACELLULAR_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3833441,Killer cell immunoglobulin-like receptor 2DL2,Homo sapiens,SINGLE PROTEIN,17101,P43627,KIR2DL2,348,002d9abaa4d33196c02a361b792aa25c55e2062d18a1499e481fd9c18e3e224b,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3833481,GDNF family receptor alpha-1,Homo sapiens,SINGLE PROTEIN,17104,P56159,GFRA1,465,ea3c29477a12212b74677d29d8e90e5ef6c366e14326a5d72fc68cb4ab7d3912,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3856162,Low affinity immunoglobulin gamma Fc region receptor III-A,Homo sapiens,SINGLE PROTEIN,17121,P08637,FCGR3A,254,2dc710f6f703d355106697644db33d0ea48ac15f0e9eb9855d17d6732a55fa38,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3856163,Tumor-associated calcium signal transducer 2,Homo sapiens,SINGLE PROTEIN,17122,P09758,TACSTD2,323,f337b2b4d3670cc9da5ce68671c1e4c1d5cbd6d6c9d04d0f76cffca42e43a1da,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3864,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens,SINGLE PROTEIN,2182,Q06124,PTPN11,593,eb594aca44a18b58a3b7b54b501b766b15fafc0feb13c934d52f97e6da419581,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3869,Matrix metalloproteinase-14,Homo sapiens,SINGLE PROTEIN,2187,P50281,MMP14,582,5f83c7ecb5c2eb7ffdf8d83f1de9543d8039381909ba6a87fdca0898eb47e260,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3884,Sodium/glucose cotransporter 2,Homo sapiens,SINGLE PROTEIN,2205,P31639,SLC5A2,672,18afa63e36d6157b163608e12bce93118922bef5ec51dc9811cf59ab3855dc14,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3890,E-selectin,Homo sapiens,SINGLE PROTEIN,2211,P16581,SELE,610,f882612846d661bdc65565cad507904ce902a0c27860dbd9829f841914a7c3c2,True,False,False,False,EXTRACELLULAR_SPECIAL,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3896,Voltage-dependent calcium channel subunit alpha-2/delta-2,Homo sapiens,SINGLE PROTEIN,2216,Q9NY47,CACNA2D2,1150,d6d8452f76cc3f6139b4f8a26fda368bf45c8a247218abf27402397b08b56943,True,False,False,False,TRANSPORTER_MEMBRANE_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3901,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Homo sapiens,SINGLE PROTEIN,2221,P16615,ATP2A2,1042,b70cdec6cd43cdcdf11909033159e3c13c0c2556f6b71f1e884f5fa5a2fafb99,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3902,Glutathione S-transferase P,Homo sapiens,SINGLE PROTEIN,2222,P09211,GSTP1,210,cd085d4391829da9e96878c9f2170c05c298e1c4c86a7f810400d6adda64bbb6,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3905,Tyrosine-protein kinase Lyn,Homo sapiens,SINGLE PROTEIN,2225,P07948,LYN,512,87208f7d25d760d405971be60e739e07826b41f96550fef7b3e4b593f208c082,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3913,Complement C1s subcomponent,Homo sapiens,SINGLE PROTEIN,2234,P09871,C1S,688,7710c1bd275b8d3816f9cd396e4e65814337bdf886aa89294e17959ee841432f,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,False,False,True
CHEMBL3921,Heparanase,Homo sapiens,SINGLE PROTEIN,2242,Q9Y251,HPSE,543,45553a5ee7870094a40c8560c5acdde38f6bb756b96f7b800522be303694334e,False,False,False,False,ENZYME_BIOCHEMICAL,OT_DIRECT_EXTENSION_NON_GPCR,True,True,False,True
CHEMBL3922,Methionine aminopeptidase 2,Homo sapiens,SINGLE PROTEIN,2440,P50579,METAP2,478,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3923,Nischarin,Homo sapiens,SINGLE PROTEIN,2243,Q9Y2I1,NISCH,1504,4c8109fd3a64faa49984ec6febd82849e4f2108437986ccccf6f3849c7e6747e,True,False,False,False,NONCANONICAL_REVIEW,SM_MOA_NON_GPCR,True,False,False,True
CHEMBL3935,Aurora kinase C,Homo sapiens,SINGLE PROTEIN,2254,Q9UQB9,AURKC,309,652e9b375dbfa639eace1fcaeab438211e2b79b1d49c40add44ead3710e65990,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3955,Integrin alpha-5,Homo sapiens,SINGLE PROTEIN,2274,P08648,ITGA5,1049,b07ed13d63c02ef0851215fefd766acb1f44da33e53f6c5e83b5887541f1368d,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,True,False,True
CHEMBL3956,Mitogen-activated protein kinase kinase kinase 1,Homo sapiens,SINGLE PROTEIN,2275,Q13233,MAP3K1,1512,38d1f3c132e27453ae659213aa2b1a4cfd6b0e0431a5d5c7af550df3b2b272f1,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,False,True
CHEMBL3961,Mitogen-activated protein kinase 11,Homo sapiens,SINGLE PROTEIN,2280,Q15759,MAPK11,364,c6506b4a937e3a2dfb3534c595b075c700a8dc0eb18b8996c0e43cdfec088e1a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3972,Trifunctional purine biosynthetic protein adenosine-3,Homo sapiens,SINGLE PROTEIN,2291,P22102,GART,1010,2b50a9bdb76401c564adebe2d7cebb4de1094be4bea454c59063a59361c2e5a1,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3973,Fibroblast growth factor receptor 4,Homo sapiens,SINGLE PROTEIN,2292,P22455,FGFR4,802,defa1995fbabefcd7f4bf6dab888d02769c2ab647bb8d52c3e2e827bd3630cfe,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3979,Peroxisome proliferator-activated receptor delta,Homo sapiens,SINGLE PROTEIN,2298,Q03181,PPARD,441,f85202b5d75177e17ae2f6ce9634dd0f5a12ba04f3d22ab75c2febd126f075bf,True,False,False,False,NUCLEAR_EPIGENETIC_DOMAIN,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3983,Dual specificity protein kinase TTK,Homo sapiens,SINGLE PROTEIN,2302,P33981,TTK,857,6d5bab5d8d70be3a440bacfb3ec857e93468837e7e7298ba8ba0a1486ec8d732,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL3988505,Collagen alpha-4(IV) chain,Homo sapiens,SINGLE PROTEIN,7850,P53420,COL4A4,1690,198c30fd82f40a048ba04e9afd5babc446f763dd3b0a20d5f58e2ee7cdb20f06,False,False,False,False,NONCANONICAL_REVIEW,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3989381,Hepcidin,Homo sapiens,SINGLE PROTEIN,17448,P81172,HAMP,84,a14bae8ad7c75504571f241efb04575963d8a7a5edf310c5a914862c1b21d377,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3989382,Macrophage colony-stimulating factor 1,Homo sapiens,SINGLE PROTEIN,17449,P09603,CSF1,554,60b10b993cfd888778f03d4b241102486f66f721101f22ff7a1c7fa7361b039b,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3989383,Tumor necrosis factor receptor superfamily member 4,Homo sapiens,SINGLE PROTEIN,17450,P43489,TNFRSF4,277,961acc71fe9b1ba77818a9ff4ffc482d025282f51ac07b592ad4ddeadfc2d60e,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3989384,Cadherin-3,Homo sapiens,SINGLE PROTEIN,17451,P22223,CDH3,829,2469935445ed65fca853e5f1237c7280a339fe2cc5d90f6b0f1ca319d21dff48,False,False,False,False,EXTRACELLULAR_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
CHEMBL3991,Coagulation factor VII,Homo sapiens,SINGLE PROTEIN,2311,P08709,F7,466,16e201eb49237f1092a05dc94a1cc131f78e10e8ba32e0f005076714062ff9e3,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL3991501,"Isocitrate dehydrogenase [NADP], mitochondrial",Homo sapiens,SINGLE PROTEIN,17546,P48735,IDH2,452,9ffde4f57ca334105303436a914b7fa6d8c58eb8161c57c232fb808135ce115b,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Homo sapiens,SINGLE PROTEIN,2324,P42336,PIK3CA,1068,d3e28ff8f2168f2761be02fb067e5259b4e759814600f522127a8e2a8d383555,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4016,Glutamate receptor 2,Homo sapiens,SINGLE PROTEIN,2335,P42262,GRIA2,883,b89a34e8176a3aa843db2f9bb6c1a9011b7179891282e17e8dea7ac94fe76c1b,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL402,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Homo sapiens,SINGLE PROTEIN,312,P04035,HMGCR,888,53ca26e9a4eeb6dc55931307bed794b7dde0c3f5bdbdfb91ea34506062a3e318,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4036,Cyclin-dependent kinase 5,Homo sapiens,SINGLE PROTEIN,51,Q00535,CDK5,292,eaac9e9e767af863f147d3e73bfc2fa6441dcd6fa09f4a35d72f78f9a9973f5a,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4040,Mitogen-activated protein kinase 1,Homo sapiens,SINGLE PROTEIN,40,P28482,MAPK1,360,1670aefbe2d9baf3412d23252180a37554c5647a0ad5cb1fbd06bb18417aee49,True,False,False,False,KINASE_BIOCHEMICAL,SM_MOA_NON_GPCR,True,True,True,True
CHEMBL4051,Cystic fibrosis transmembrane conductance regulator,Homo sapiens,SINGLE PROTEIN,2370,P13569,CFTR,1480,a86f7dbeb9c5f48401a1a452b440d782c35067d2da152180a09ce26f76d11639,True,False,False,False,ION_CHANNEL_FUNCTIONAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4068,Chymase,Homo sapiens,SINGLE PROTEIN,2387,P23946,CMA1,247,61cb0337dda814c4297cda4289bf9f49b7cc3edb376a1562936e114443f83b3d,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4073,Matrilysin,Homo sapiens,SINGLE PROTEIN,2392,P09237,MMP7,267,0979d0f16275fb9831c003699f0d784233dfefee41a6be01942a90b08379d9d0,True,False,False,False,ENZYME_BIOCHEMICAL,SM_MOA_NON_GPCR,True,False,True,True
CHEMBL4081,Tissue factor,Homo sapiens,SINGLE PROTEIN,2400,P13726,F3,295,b417abbb0c5de5d0f68277a6c804042da9c2cf3ea76687829b33958a34970c14,False,False,False,False,NON_GPCR_MEMBRANE_SPECIAL,NO_DIRECT_SM_EVIDENCE_NON_GPCR,True,False,False,True
